# TOPAS Version: 4.0
# Parameter File: niel.txt
# Results for scorer: Na
# Filtered by: OnlyIncludeParticlesNamed = 1 "GenericIon(11,*)"
# Scored in component: MyBox
# OriginCount : Sum   
204
