# TOPAS Version: 4.0
# Parameter File: niel.txt
# Results for scorer: Si
# Filtered by: OnlyIncludeParticlesNamed = 1 "GenericIon(14,*)"
# Scored in component: MyBox
# OriginCount : Sum   
1271
