# TOPAS Version: 4.0
# Parameter File: niel.txt
# Results for scorer: Al
# Filtered by: OnlyIncludeParticlesNamed = 1 "GenericIon(13,*)"
# Scored in component: MyBox
# OriginCount : Sum   
665
