# TOPAS Version: 4.0
# Parameter File: niel.txt
# Results for scorer: Mg
# Filtered by: OnlyIncludeParticlesNamed = 1 "GenericIon(12,*)"
# Scored in component: MyBox
# OriginCount : Sum   
982
