Voltage (V), 	 Total current (A), 	 σ_total,  	 Pad current (A), 	 σ_pad
0.0,	-1.330467e-11,	2.9960634937255614e-11,	-1.832478e-13,	2.082424619333941e-12
5.0,	1.189957e-09,	3.639230629656224e-11,	-2.676827e-11,	5.460711177303548e-13
10.0,	1.546195e-09,	4.8377044768371675e-11,	-6.173075e-11,	2.4703965701116276e-12
15.0,	2.103605e-09,	3.307218684716762e-11,	-1.383044e-10,	2.0924372131992963e-13
20.0,	3.056807e-09,	1.7330879401990164e-11,	-2.709859e-10,	2.94742302925856e-13
25.0,	4.592039e-09,	8.93218988295393e-12,	-4.916455e-10,	1.4786788421982688e-12
30.0,	7.107992e-09,	2.222309531489758e-11,	-8.895614e-10,	4.470649805920678e-12
32.0,	8.76812e-09,	9.74721678585977e-11,	-1.145919e-09,	2.472969698766978e-12
34.0,	1.091676e-08,	7.899049764542715e-11,	-1.498566e-09,	1.2671564160533494e-12
36.0,	1.386564e-08,	7.638242807361414e-11,	-1.990032e-09,	1.3625280780489025e-12
38.0,	1.86906e-08,	6.044639059706155e-10,	-2.690082e-09,	2.2848973722799953e-11
40.0,	2.503018e-08,	1.1253807944992499e-10,	-3.693446e-09,	3.7464425430692193e-13
42.0,	3.408737e-08,	3.058334321362533e-10,	-5.147686e-09,	1.4461249013345536e-12
44.0,	4.737678e-08,	2.850807023338336e-10,	-7.272715e-09,	2.2178300051537283e-12
46.0,	6.678367e-08,	3.101276250005763e-10,	-1.03809e-08,	2.743734352607631e-12
48.0,	8.565448e-08,	4.673752987469407e-11,	-1.329799e-08,	3.93327848904981e-12
50.0,	8.772115e-08,	9.836953791586655e-11,	-1.361156e-08,	1.2455099818135683e-12
52.0,	8.924863e-08,	1.1184647669297513e-11,	-1.384368e-08,	4.7830823289561415e-12
54.0,	9.069615e-08,	6.846427531581978e-11,	-1.405526e-08,	1.5313292039408745e-12
56.0,	9.21042e-08,	8.905632568960747e-11,	-1.4271e-08,	1.5788887467264192e-12
58.0,	9.354442e-08,	9.110805826571696e-11,	-1.448884e-08,	1.2507712689717158e-12
60.0,	9.508033e-08,	7.177548775661524e-11,	-1.471223e-08,	1.3381095877936592e-12
70.0,	1.032541e-07,	3.2588918877993435e-10,	-1.591683e-08,	5.325998710940345e-12
80.0,	1.126171e-07,	3.1965618872827556e-10,	-1.725851e-08,	5.594404118720975e-12
90.0,	1.238773e-07,	3.014391245407048e-10,	-1.876216e-08,	5.7854614301125625e-12
100.0,	1.384651e-07,	3.5104036093470526e-10,	-2.047151e-08,	2.712664535491215e-12
110.0,	1.589532e-07,	3.9174657699771186e-10,	-2.239042e-08,	2.9994686625364355e-12
120.0,	1.909909e-07,	4.669769451114728e-10,	-2.457724e-08,	2.831628819556865e-12
130.0,	2.431429e-07,	3.476874323693925e-10,	-2.708899e-08,	3.208102859230963e-12
140.0,	3.319462e-07,	8.873266981826248e-10,	-2.999034e-08,	2.9538545290777643e-12
150.0,	4.772888e-07,	1.1164437176411025e-09,	-3.33833e-08,	3.185667721975745e-12
