Voltage [V],Capacitance [F],Conductivity [S],Bias Voltage [V],Pad Current [A],InverseCSquare,Ascending,Descending,Is Coarse
38.0,7.3458e-12,2.722002e-07,38.0,8.176164e-06,1.8531979036171652e+22,True,False,False
38.5,7.2843e-12,2.669522e-07,38.5,8.319854e-06,1.884622417149171e+22,True,False,False
39.0,7.2265e-12,2.619882e-07,39.0,8.46301e-06,1.9148906825531613e+22,True,False,False
39.5,7.1687e-12,2.574332e-07,39.5,8.616053e-06,1.945894039127787e+22,True,False,False
40.0,7.1186e-12,2.534922e-07,40.0,8.790417e-06,1.9733804413239446e+22,True,False,False
40.5,7.0641e-12,2.495092e-07,40.5,8.949213e-06,2.003947423328421e+22,True,False,False
41.0,7.0051e-12,2.454622e-07,41.0,9.118072e-06,2.0378458123393756e+22,True,False,False
41.5,6.9497e-12,2.417442e-07,41.5,9.272343e-06,2.070464958387964e+22,True,False,False
42.0,6.8932e-12,2.381352e-07,42.0,9.436256e-06,2.1045451207722517e+22,True,False,False
42.5,6.8365e-12,2.346292e-07,42.5,9.612629e-06,2.1395988890753253e+22,True,False,False
43.0,6.7814e-12,2.315112e-07,43.0,9.805265e-06,2.1745093336459777e+22,True,False,False
43.5,6.7231e-12,2.281702e-07,43.5,9.974725e-06,2.2123857775726307e+22,True,False,False
44.0,6.669e-12,2.253622e-07,44.0,1.016918e-05,2.248425826489294e+22,True,False,False
44.5,6.6083e-12,2.221632e-07,44.5,1.03233e-05,2.2899209941053386e+22,True,False,False
45.0,6.5464e-12,2.190752e-07,45.0,1.052214e-05,2.3334307873589853e+22,True,False,False
45.5,6.4857e-12,2.160282e-07,45.5,1.068045e-05,2.377312574460208e+22,True,False,False
46.0,6.4217e-12,2.130992e-07,46.0,1.08589e-05,2.4249342865057128e+22,True,False,False
46.5,6.3573e-12,2.101032e-07,46.5,1.105117e-05,2.474312718995527e+22,True,False,False
47.0,6.2931e-12,2.072802e-07,47.0,1.123446e-05,2.5250543716107127e+22,True,False,False
47.5,6.2238e-12,2.041452e-07,47.5,1.142623e-05,2.581598757902378e+22,True,False,False
48.0,6.1585e-12,2.013722e-07,48.0,1.162785e-05,2.6366355807551416e+22,True,False,False
48.5,6.0827e-12,1.979032e-07,48.5,1.180688e-05,2.7027582706822723e+22,True,False,False
49.0,6.0122e-12,1.949062e-07,49.0,1.199635e-05,2.7665158420142e+22,True,False,False
49.5,5.9379e-12,1.916652e-07,49.5,1.21803e-05,2.8361829457471373e+22,True,False,False
50.0,5.8617e-12,1.883192e-07,50.0,1.236627e-05,2.910400958666983e+22,True,False,False
50.5,5.7878e-12,1.849712e-07,50.5,1.254383e-05,2.9851968114167145e+22,True,False,False
51.0,5.7067e-12,1.812482e-07,51.0,1.273501e-05,3.070647156934517e+22,True,False,False
51.5,5.6263e-12,1.774872e-07,51.5,1.291597e-05,3.1590334829525406e+22,True,False,False
52.0,5.5501e-12,1.738682e-07,52.0,1.310363e-05,3.2463727455170445e+22,True,False,False
52.5,5.4651e-12,1.695952e-07,52.5,1.328016e-05,3.3481412682089025e+22,True,False,False
53.0,5.3895e-12,1.657092e-07,53.0,1.347693e-05,3.442730661727863e+22,True,False,False
53.5,5.314e-12,1.617952e-07,53.5,1.36818e-05,3.5412525466917687e+22,True,False,False
54.0,5.2397e-12,1.576502e-07,54.0,1.385876e-05,3.642395961959121e+22,True,False,False
54.5,5.1647e-12,1.533572e-07,54.5,1.402521e-05,3.7489513119415557e+22,True,False,False
55.0,5.0935e-12,1.491012e-07,55.0,1.42063e-05,3.854494044705521e+22,True,False,False
56.0,4.9588e-12,1.406822e-07,56.0,1.457067e-05,4.0667438159418035e+22,True,False,False
57.0,4.8358e-12,1.320032e-07,57.0,1.494333e-05,4.276252471115878e+22,True,False,False
58.0,4.7263e-12,1.237862e-07,58.0,1.527879e-05,4.476694213307636e+22,True,False,False
59.0,4.6293e-12,1.156032e-07,59.0,1.563327e-05,4.666264452402674e+22,True,False,False
60.0,4.5485e-12,1.081032e-07,60.0,1.598369e-05,4.8335209122101014e+22,True,False,False
61.0,4.4776e-12,1.007882e-07,61.0,1.630252e-05,4.987804379365665e+22,True,False,False
62.0,4.419e-12,9.408464e-08,62.0,1.664453e-05,5.120967231903668e+22,True,False,False
63.0,4.3714e-12,8.789524e-08,63.0,1.694855e-05,5.233098437476559e+22,True,False,False
64.0,4.3329e-12,8.207714e-08,64.0,1.727796e-05,5.3265090355242635e+22,True,False,False
65.0,4.3019e-12,7.697674e-08,65.0,1.760195e-05,5.403552538923166e+22,True,False,False
65.0,4.3019e-12,7.688304e-08,65.0,1.757289e-05,5.403552538923166e+22,False,True,False
64.0,4.3316e-12,8.219904e-08,64.0,1.727606e-05,5.329706699588847e+22,False,True,False
63.0,4.3722e-12,8.787104e-08,63.0,1.692793e-05,5.231183568192864e+22,False,True,False
62.0,4.4214e-12,9.442154e-08,62.0,1.660895e-05,5.115409270319423e+22,False,True,False
61.0,4.4804e-12,1.010962e-07,61.0,1.628042e-05,4.981572128529566e+22,False,True,False
60.0,4.553e-12,1.085202e-07,60.0,1.593976e-05,4.8239711229370234e+22,False,True,False
59.0,4.6385e-12,1.163482e-07,59.0,1.559885e-05,4.647772672883753e+22,False,True,False
58.0,4.7359e-12,1.244402e-07,58.0,1.525629e-05,4.4585634645573445e+22,False,True,False
57.0,4.8512e-12,1.330502e-07,57.0,1.491451e-05,4.249145874088874e+22,False,True,False
56.0,4.9754e-12,1.415462e-07,56.0,1.453656e-05,4.039652394116392e+22,False,True,False
55.0,5.1132e-12,1.502802e-07,55.0,1.417803e-05,3.824850277459841e+22,False,True,False
54.5,5.1878e-12,1.545932e-07,54.5,1.399904e-05,3.7156393225402047e+22,False,True,False
54.0,5.2631e-12,1.588892e-07,54.0,1.383119e-05,3.6100794213104487e+22,False,True,False
53.5,5.3436e-12,1.632242e-07,53.5,1.365638e-05,3.5021288264420657e+22,False,True,False
53.0,5.4201e-12,1.672532e-07,53.0,1.346461e-05,3.403967472706659e+22,False,True,False
52.5,5.5006e-12,1.712782e-07,52.5,1.329408e-05,3.3050639797656366e+22,False,True,False
52.0,5.5777e-12,1.750562e-07,52.0,1.305767e-05,3.2143243365737667e+22,False,True,False
51.5,5.6544e-12,1.786882e-07,51.5,1.287465e-05,3.127713353888766e+22,False,True,False
51.0,5.736e-12,1.824532e-07,51.0,1.270213e-05,3.0393569984963697e+22,False,True,False
50.5,5.8178e-12,1.862122e-07,50.5,1.251406e-05,2.9544893265001797e+22,False,True,False
50.0,5.8907e-12,1.893592e-07,50.0,1.231236e-05,2.881815604602627e+22,False,True,False
49.5,5.9681e-12,1.927722e-07,49.5,1.211783e-05,2.807552053697501e+22,False,True,False
49.0,6.0438e-12,1.960562e-07,49.0,1.193997e-05,2.7376620222438525e+22,False,True,False
48.5,6.1158e-12,1.992342e-07,48.5,1.174839e-05,2.6735816438968247e+22,False,True,False
48.0,6.1875e-12,2.023652e-07,48.0,1.155844e-05,2.6119783695541275e+22,False,True,False
47.5,6.2564e-12,2.053792e-07,47.5,1.138267e-05,2.5547651620826205e+22,False,True,False
47.0,6.3268e-12,2.085922e-07,47.0,1.118724e-05,2.498226369199828e+22,False,True,False
46.5,6.3925e-12,2.114722e-07,46.5,1.101039e-05,2.447138369921366e+22,False,True,False
46.0,6.4572e-12,2.145162e-07,46.0,1.080125e-05,2.39834426907329e+22,False,True,False
45.5,6.5198e-12,2.175222e-07,45.5,1.063237e-05,2.3525098623306434e+22,False,True,False
45.0,6.5839e-12,2.205552e-07,45.0,1.046059e-05,2.3069253857864575e+22,False,True,False
44.5,6.6464e-12,2.237212e-07,44.5,1.027189e-05,2.2637426346145245e+22,False,True,False
44.0,6.7014e-12,2.266172e-07,44.0,1.008026e-05,2.2267369581256657e+22,False,True,False
43.5,6.7594e-12,2.296742e-07,43.5,9.915152e-06,2.1886872361553407e+22,False,True,False
43.0,6.818e-12,2.330482e-07,43.0,9.736613e-06,2.1512258416262372e+22,False,True,False
42.5,6.877e-12,2.364792e-07,42.5,9.57043e-06,2.1144720621044127e+22,False,True,False
42.0,6.9308e-12,2.398182e-07,42.0,9.405995e-06,2.0817724966470054e+22,False,True,False
41.5,6.9887e-12,2.435212e-07,41.5,9.224586e-06,2.0474212368254706e+22,False,True,False
41.0,7.0484e-12,2.474602e-07,41.0,9.059721e-06,2.012884774961785e+22,False,True,False
40.5,7.0966e-12,2.510492e-07,40.5,8.894966e-06,1.985634665497192e+22,False,True,False
40.0,7.1532e-12,2.551942e-07,40.0,8.728026e-06,1.954336144860073e+22,False,True,False
39.5,7.2109e-12,2.596102e-07,39.5,8.57628e-06,1.9231849613207146e+22,False,True,False
39.0,7.2692e-12,2.642242e-07,39.0,8.420284e-06,1.8924602412800816e+22,False,True,False
38.5,7.3241e-12,2.689652e-07,38.5,8.262486e-06,1.8641955602691002e+22,False,True,False
38.0,7.3841e-12,2.741682e-07,38.0,8.109501e-06,1.834023351270591e+22,False,True,False
37.5,7.4433e-12,2.796582e-07,37.5,7.963162e-06,1.804965698856928e+22,False,True,False
37.0,7.5056e-12,2.854992e-07,37.0,7.820297e-06,1.7751259333981385e+22,False,True,False
36.5,7.5761e-12,2.920422e-07,36.5,7.690381e-06,1.7422424977187348e+22,False,True,False
36.0,7.6409e-12,2.983962e-07,36.0,7.52984e-06,1.7128170135318407e+22,False,True,False
35.5,7.7169e-12,3.057412e-07,35.5,7.40331e-06,1.6792457394917223e+22,False,True,False
35.0,7.7936e-12,3.133242e-07,35.0,7.278791e-06,1.6463560939789158e+22,False,True,False
34.0,7.9515e-12,3.291982e-07,34.0,6.986028e-06,1.5816189996948617e+22,False,True,False
33.0,8.1424e-12,3.476232e-07,33.0,6.728449e-06,1.5083257069167832e+22,False,True,False
32.0,8.3485e-12,3.680062e-07,32.0,6.499116e-06,1.4347726749222742e+22,False,True,False
31.0,8.5888e-12,3.915502e-07,31.0,6.251854e-06,1.355610800660091e+22,False,True,False
30.0,8.8437e-12,4.166972e-07,30.0,6.031309e-06,1.2785920399765035e+22,False,True,False
29.0,9.1043e-12,4.436502e-07,29.0,5.801598e-06,1.206443200676009e+22,False,True,False
28.0,9.3841e-12,4.735092e-07,28.0,5.57737e-06,1.1355721837160778e+22,False,True,False
27.0,9.6916e-12,5.068382e-07,27.0,5.389164e-06,1.0646553418261565e+22,False,True,False
26.0,9.9903e-12,5.422232e-07,26.0,5.191786e-06,1.0019428263551237e+22,False,True,False
25.0,1.02658e-11,5.789202e-07,25.0,4.999476e-06,9.488867929818365e+21,False,True,False
24.0,1.05322e-11,6.149312e-07,24.0,4.826852e-06,9.014918504121643e+21,False,True,False
23.0,1.07543e-11,6.451152e-07,23.0,4.668173e-06,8.646407612712842e+21,False,True,False
22.0,1.09403e-11,6.697552e-07,22.0,4.536334e-06,8.354905414350159e+21,False,True,False
21.0,1.10065e-11,6.874642e-07,21.0,4.419579e-06,8.254704367885396e+21,False,True,False
20.0,1.0973e-11,6.996952e-07,20.0,4.29659e-06,8.305183674576859e+21,False,True,False
19.0,1.09331e-11,7.122732e-07,19.0,4.182425e-06,8.365913294392457e+21,False,True,False
18.0,1.08586e-11,7.244232e-07,18.0,4.063868e-06,8.481102842067127e+21,False,True,False
17.0,1.08124e-11,7.381742e-07,17.0,3.947494e-06,8.553735017067323e+21,False,True,False
16.0,1.07588e-11,7.526982e-07,16.0,3.835666e-06,8.639176193370772e+21,False,True,False
15.0,1.07279e-11,7.676712e-07,15.0,3.720189e-06,8.689015397417609e+21,False,True,False
14.0,1.06911e-11,7.818792e-07,14.0,3.598043e-06,8.748935533745946e+21,False,True,False
13.0,1.06794e-11,7.972032e-07,13.0,3.480255e-06,8.768116127836802e+21,False,True,False
12.0,1.06699e-11,8.126422e-07,12.0,3.358847e-06,8.783736552623399e+21,False,True,False
11.0,1.06486e-11,8.272052e-07,11.0,3.227719e-06,8.818911262304886e+21,False,True,False
10.0,1.06451e-11,8.429652e-07,10.0,3.101367e-06,8.824711351296393e+21,False,True,False
9.0,1.06482e-11,8.596852e-07,9.0,2.96812e-06,8.819573840160572e+21,False,True,False
8.0,1.0634e-11,8.762012e-07,8.0,2.822041e-06,8.843143816861464e+21,False,True,False
7.0,1.06448e-11,8.951962e-07,7.0,2.675748e-06,8.825208768008989e+21,False,True,False
6.0,1.06375e-11,9.146692e-07,6.0,2.513966e-06,8.837325549122413e+21,False,True,False
5.0,1.06303e-11,9.360352e-07,5.0,2.337273e-06,8.849300807039978e+21,False,True,False
4.0,1.05957e-11,9.593782e-07,4.0,2.13727e-06,8.907189522097723e+21,False,True,False
3.0,1.05341e-11,9.868412e-07,3.0,1.903521e-06,9.011666816655799e+21,False,True,False
2.0,1.04136e-11,1.020551e-06,2.0,1.613571e-06,9.22142877803073e+21,False,True,False
1.0,1.01125e-11,1.066631e-06,1.0,1.200321e-06,9.778740712106235e+21,False,True,False
0.0,8.1581e-12,1.190901e-06,0.0,-1.53529e-07,1.5025258448865815e+22,False,True,False
