Voltage [V],Capacitance [F],Conductivity [S],Bias Voltage [V],Pad Current [A],InverseCSquare,Ascending,Descending,Is Coarse
1.0,1.327147e-10,2.68865e-09,1.0,4.603396e-08,5.67756272078476e+19,True,False,False
3.034483,1.189367e-10,6.0303e-10,3.034483,3.573207e-07,7.069166831481469e+19,True,False,False
5.068966,1.125447e-10,4.5738e-10,5.068966,2.057251e-07,7.894959460376312e+19,True,False,False
7.103448,1.087817e-10,3.4291e-10,7.103448,2.170535e-07,8.45061501431135e+19,True,False,False
9.137931,1.061037e-10,3.1377e-10,9.137931,2.174494e-07,8.882576216709711e+19,True,False,False
11.17241,1.040007e-10,2.698e-10,11.17241,2.172697e-07,9.245437671943851e+19,True,False,False
13.2069,1.022707e-10,2.4973e-10,13.2069,3.690045e-07,9.560872858896725e+19,True,False,False
15.24138,1.007757e-10,2.1169e-10,15.24138,2.169417e-07,9.84664664095471e+19,True,False,False
17.27586,9.944565e-11,1.7884e-10,17.27586,2.155405e-07,1.0111798773458675e+20,True,False,False
19.31034,9.823365e-11,1.6423e-10,19.31034,4.126223e-07,1.03628553894165e+20,True,False,False
21.34483,9.707065e-11,1.4014e-10,21.34483,2.067018e-07,1.061265691261935e+20,True,False,False
23.37931,9.597165e-11,1.2772e-10,23.37931,2.068255e-07,1.0857105975818926e+20,True,False,False
25.41379,9.492665e-11,7.847e-11,25.41379,1.922677e-07,1.1097462612840535e+20,True,False,False
27.44828,9.388865e-11,9.443e-11,27.44828,1.981502e-07,1.1344198339122899e+20,True,False,False
29.48276,9.287165e-11,6.207e-11,29.48276,1.987946e-07,1.1594010170852536e+20,True,False,False
31.51724,9.181365e-11,2.821e-11,31.51724,1.957791e-07,1.1862753175352698e+20,True,False,False
33.55172,9.071665e-11,4.03e-11,33.55172,1.976475e-07,1.215139089258411e+20,True,False,False
35.58621,8.953065e-11,1.301e-11,35.58621,2.053403e-07,1.2475458761848291e+20,True,False,False
37.62069,8.821465e-11,-5.13e-12,37.62069,1.851946e-07,1.2850456898136483e+20,True,False,False
39.65517,8.672265e-11,-2.7e-12,39.65517,2.002962e-07,1.3296425959767012e+20,True,False,False
41.68966,8.482065e-11,3.7e-12,41.68966,1.984164e-07,1.3899424138063413e+20,True,False,False
43.72414,8.213265e-11,-3.75e-11,43.72414,1.96156e-07,1.4824099761175282e+20,True,False,False
45.75862,7.705865e-11,-5.471e-11,45.75862,2.020767e-07,1.6840586306593443e+20,True,False,False
47.7931,2.414655e-11,-1.108886e-09,47.7931,2.037954e-07,1.7151014844623927e+21,True,False,False
49.82759,4.048253e-12,-1.414485e-09,49.82759,2.168647e-07,6.101894678127377e+22,True,False,False
51.86207,3.545453e-12,-1.42876e-09,51.86207,1.846195e-07,7.955299506064986e+22,True,False,False
53.89655,3.492253e-12,-1.435533e-09,53.89655,2.137821e-07,8.199523252555224e+22,True,False,False
55.93103,3.474253e-12,-1.427624e-09,55.93103,2.146053e-07,8.284706313138236e+22,True,False,False
57.96552,3.467853e-12,-1.414287e-09,57.96552,1.943913e-07,8.315313750741007e+22,True,False,False
60.0,3.464953e-12,-1.437542e-09,60.0,2.20505e-07,8.329238615627329e+22,True,False,False
