tag1,tag2,gainLayerDepletionVoltage,fullDepletionVoltage
allData,allData,32.58551373868516,62.78360056878533
ascending,ascending,32.56285706630934,62.63890462869019
descending,descending,32.60794382589933,62.91857361977957
