row0,col0,row1,col1,res1,err1,row2,col2,res2,err2,row3,col3,res3,err3
1,8,0,7,49.70424593739172,4.062347067574485,0,7,60.6559495569413,3.4400512908944343,0,7,32.650623206038055,9.046572521420286
1,9,0,8,54.62695527411285,4.442260941678223,0,7,59.81847139816683,2.90423309231322,0,8,40.48128860531736,4.1918501648743005
1,9,0,8,51.39499620062716,1.7770015069180807,0,8,56.917477041313084,3.1615746291032334,0,8,36.15833122938791,2.4168291718767545
1,10,0,9,49.396959013790074,3.604370661519038,0,8,47.01139569220988,3.7755243010218154,0,9,41.091185685510055,4.106057481809548
1,10,0,9,42.99584955400669,2.393438320269174,0,9,45.79362332064276,1.8023000498556678,0,9,39.5059098067431,2.0038024265765606
1,11,0,10,44.55825848389651,2.862986371788163,0,9,53.341855547148036,2.3010062601420374,0,10,39.78971185519564,2.87191153006601
1,11,0,10,43.78508837372805,1.9047043094417972,0,10,45.26944102464794,1.8691547690439672,0,10,46.58607473688524,1.8513553105125715
1,12,0,11,41.79376821338867,1.9711180246018078,0,10,51.0502266599659,1.6842894256255585,0,11,40.29108057166257,2.3076939951125186
1,12,0,11,44.806875179866005,1.405096941780171,0,11,41.98030241246387,1.2567447572469854,0,11,38.47919435894042,1.781337416690989
1,13,0,12,44.83898123024831,1.6851586936610068,0,11,46.770588808337756,1.4577849868090582,0,12,37.50029095764057,1.689133900374307
1,13,0,12,44.50449298199077,1.4685101464532893,0,12,48.14513188479656,1.630878113025282,0,12,41.07032498309359,1.5817725150344
1,14,0,13,43.36318990711714,1.6176316537460864,0,12,46.921632609437275,1.878849928503047,0,13,40.00334177689669,1.5888770895386237
1,14,0,13,47.34777098035683,1.9320088095209074,0,13,52.836417311772614,2.687321029313204,0,13,32.40723245292144,2.66762797698642
2,3,1,2,46.68938922689346,1.7484194514365066,0,2,45.67065000404235,2.0341968621267044,0,2,41.337876320620644,2.647775797105988
2,3,1,2,42.94461488701176,0.7398674016193192,0,2,44.83492621044198,0.6841064739073799,1,2,37.31131834766827,0.8769946831813555
2,4,1,3,45.27945549379716,1.2251863616348144,0,2,41.9540777091339,1.693662179039677,0,3,41.08905618748188,1.4796807109921963
2,4,1,3,44.66305417409742,0.7575508203295289,0,2,45.26416439752474,0.6663023271100361,1,3,37.457036725610386,0.7446847465050364
