row0,col0,row1,col1,res1,err1,row2,col2,res2,err2,row3,col3,res3,err3
3,5,2,4,43.1091042539893,1.3169220839433065,1,3,46.41505983176818,1.2122423913443057,2,4,61.8359366483813,0.8625632679221793
3,5,2,4,55.72011307332174,2.7383865685289535,1,4,38.62577628402059,4.110425658688359,1,4,68.38494716246592,2.0002023884206928
3,5,2,4,43.79266287153056,0.9505213752973649,1,4,45.204140953171546,1.039877987459438,2,4,60.36953211070584,0.9022370579421348
3,6,2,5,52.14012587155523,6.094006922505996,1,4,41.079168929298206,4.529412540923481,1,5,87.42219456769033,4.053672907751888
3,6,2,5,42.522926199718135,1.2271321733500202,1,4,47.00758805837903,1.0915546410943904,2,5,61.214637317766154,1.0169333294338792
3,6,2,5,43.927975056852574,3.964107304839927,1,5,47.4084477275534,3.0896128626765353,1,5,75.67503391416956,2.947969295333833
3,6,2,5,44.378164327377156,1.1458221035236198,1,5,43.083018294521544,1.1854873674658615,2,5,65.15907289304693,0.9597603636261214
3,7,2,6,40.32208449990843,4.863839177065174,1,5,51.675417723211105,3.258301651596108,1,6,79.96658591753132,3.3769690682288136
3,7,2,6,45.1919799729267,1.3174835553739008,1,5,42.48790327915177,1.167901555175788,2,6,65.62415178512562,1.0469057112968785
3,7,2,6,49.49908028174763,4.724317819757856,1,6,55.51442209922602,3.959234969868029,1,6,87.07378404556677,3.2540078828129673
3,7,2,6,41.671300172155114,1.3646816128355002,1,6,46.37720786230416,1.1712602715683063,2,6,69.66099089937966,0.9428500333638821
3,8,2,7,41.60052504748275,2.69586708473674,1,6,52.07279227571072,2.5196464302035917,1,7,61.292442339351005,1.8548991506475652
3,8,2,7,42.79184725768089,1.5597222739387901,1,6,45.49758053707187,1.3768326936360706,2,7,64.8848063979625,1.8786337641268327
3,8,2,7,54.700524370933934,4.265645505385282,1,7,44.062036949440184,3.347760429612074,1,7,73.77936490343774,3.040823211485284
3,8,2,7,42.58054992187794,0.9268939140840182,1,7,44.71383416598274,1.1661195564251665,2,7,61.2241027205693,0.8271805147861859
3,9,2,8,49.49295152108736,2.924538460311802,1,7,40.9906928816778,3.6771192179626766,1,8,84.20851535404475,2.346737159073926
3,9,2,8,46.392328529283276,1.135498600512539,1,7,44.06956101699511,1.370540328236895,2,8,64.96415325718209,0.9666187153887218
3,9,2,8,48.38953764754098,5.361842573543137,1,8,44.005698534035005,4.6481192682120405,1,8,75.41541476404484,2.542571533936158
3,9,2,8,43.33183083157269,0.8662595583638708,1,8,44.61399285517403,1.0601130631972402,2,8,64.23988360812893,0.7211407882394647
3,9,2,8,45.58468707669494,3.190412258969711,2,7,47.096667474050264,4.3523142673786275,2,8,73.70718514505366,3.2516481518211107
3,9,2,8,46.40999032043974,4.027704758301239,2,8,52.015487852761645,4.274279159573764,2,8,70.9332666479168,2.8864488801714576
3,10,2,9,50.77216458217392,3.1841231627277704,1,8,43.57861098801661,3.0388518572761596,1,9,83.26121871234088,4.271581555657946
3,10,2,9,43.64441686823679,1.100767221535631,1,8,47.06072196531434,1.1130943395512936,2,9,63.81450984533978,1.1142908251146673
3,10,2,9,54.7472979924011,2.9169091924747046,1,9,41.76980822297228,4.331443976178363,1,9,71.22157417421569,1.9413979250146842
3,10,2,9,44.56375977680632,1.4225845193412092,1,9,43.249239046212764,1.4432064211951516,2,9,62.18882678741939,0.8770164658857731
3,10,2,9,41.325159032794716,3.241865065797789,2,8,48.68526992422399,2.9169764048746396,2,9,58.65925809752333,1.5844577213331146
3,10,2,9,51.142034479786346,3.2923336894781157,2,9,38.96250225450767,4.962692619705243,2,9,63.02305768935641,3.0593627439054227
3,11,2,10,48.57106919333558,3.280273298847745,1,9,43.394520484413505,4.940908823637777,1,10,76.5916000495364,2.0167810375611657
3,11,2,10,46.69109640794935,1.0932484188448037,1,9,40.49167520879498,1.4712006220554472,2,10,71.41705420736199,0.9113969932214021
3,11,2,10,44.36997188650649,2.8716583625560395,1,10,43.76115702947949,2.970934323855062,1,10,79.47910324643715,2.6816913725285962
3,11,2,10,40.6318890592062,1.6689417914820774,1,10,47.04226622765567,1.6517311647752306,2,10,69.18683506537131,1.1694013284560003
3,11,2,10,44.659250707830104,3.640710807130511,2,9,47.55051951628247,3.205393957934316,2,10,70.71543033332188,2.7208664523141306
3,11,2,10,48.17952071156025,4.615758744212888,2,10,47.68466033168781,3.4642235334055345,2,10,60.64341866134409,3.0097715718973914
3,12,2,11,49.28292809039333,4.685988013408139,1,10,48.55524301580627,6.526478181244755,1,11,88.57639751111374,2.6624134960682726
3,12,2,11,41.976036450920084,1.5949023995474043,1,10,46.63000300330824,1.214478579196439,2,11,63.01142856504032,1.0876094691142422
3,12,2,11,51.32335129506393,2.2313746508469516,1,11,47.08192896585664,2.5608110589886093,1,11,69.76127861281522,2.0581702463989258
3,12,2,11,46.20490136162141,1.3032536282405842,1,11,42.852940892999634,1.6323416665413322,2,11,63.297899222005086,0.9194079173527794
3,12,2,11,36.858666634103706,4.018778910848245,2,10,50.20507505226919,2.7518749995674017,2,11,66.63360718819969,1.8495242306454291
3,12,2,11,51.09684180167407,2.929613692106203,2,11,47.25331510365397,2.535074487612404,2,11,53.257419431206905,1.5395071615070366
3,13,2,12,57.25809434104986,3.647511447633641,1,11,29.925894156822274,5.203704645062635,1,12,73.49973924208528,5.630759961772117
3,13,2,12,42.534824884629934,1.6938247471223473,1,11,47.39528043170265,1.2916322474361368,2,12,61.79546460869962,1.1116056121501976
3,13,2,12,45.97201854574387,3.300449588737491,1,12,49.17021622486311,3.3358368031526657,1,12,77.84380789155159,2.443418938290639
3,13,2,12,44.99158616770144,1.7534117964092832,1,12,44.46943097462109,1.440247550250629,2,12,65.63159651245087,1.32645181503473
3,13,2,12,46.631512532999146,3.3146616393326775,2,11,49.204535505042195,2.2056812657750986,2,12,59.99197885840625,2.303926928519437
3,13,2,12,43.85155680252069,3.2045576456703744,2,12,45.548591508538195,2.409459944148809,2,12,64.7622817293537,2.1074962452147017
3,14,2,13,47.70221074581819,3.739678318112599,1,12,36.90982910990069,4.619165515085836,1,13,73.50165062903395,2.7383330122162746
3,14,2,13,48.827587596019164,1.389644698790197,1,12,41.73052420235921,1.3674128071902674,2,13,65.59859781336037,1.073043902554148
3,14,2,13,51.72226993557433,2.66103981192444,1,13,45.622930892957804,2.9618673581936705,1,13,71.5008225859753,4.015099659967879
3,14,2,13,44.37987819273917,1.4369176808453683,1,13,43.228857973952145,1.504132957191417,2,13,64.73206689084985,0.8629017013767446
3,14,2,13,51.6921894697775,2.6537486966080452,2,12,42.236945927806616,2.6792420612078613,2,13,64.70696307777936,2.0264130601745998
3,14,2,13,41.67654415517611,4.556191627551836,2,13,48.092830454349496,3.2982131590671733,2,13,64.56256756757112,2.725581083566998
3,15,2,14,52.245609930881486,4.109330223210896,1,13,53.08695104784486,6.034437476806144,1,14,85.99481603675784,3.0546271899641653
3,15,2,14,48.44587030065099,1.1139404399095234,1,13,44.563847747044996,1.1896362488463592,2,14,66.59973098911003,1.4296418960836368
3,15,2,14,48.005537504480856,3.1042841426049046,1,14,44.82759466546936,4.380161206520659,1,14,75.34666607109499,2.5772417721242946
3,15,2,14,44.405223316160985,1.4520154090146185,1,14,46.69642965414292,1.3835010802954875,2,14,69.42005085719268,1.0445210029376089
3,15,2,14,44.958333802817094,1.4962643984345076,2,13,47.57666520691586,2.6459188084245038,2,14,67.33286796963716,2.9000082025592167
3,15,2,14,46.9925930298002,2.629785758572887,2,14,42.56086530231434,3.048895098879721,2,14,73.47962207570154,2.8272995475785185
4,1,3,0,49.17626091708761,6.147482506832261,2,0,36.815369249908464,7.938366069185729,2,0,88.62134324883216,8.509413139432603
4,1,3,0,48.885046358241276,1.4918286952997621,2,0,39.0178870666281,1.4040093447805346,3,0,74.47680810621975,1.5406099838469074
4,2,3,1,50.10051911171498,2.2395250322411524,2,0,44.86240377635287,2.4573632445619364,2,1,69.98470071231152,2.7338090391953744
4,2,3,1,48.557042550551714,1.84338745227309,2,0,41.183762427411025,2.169652415422943,3,1,82.98518704903643,1.2617401797352596
4,2,3,1,41.84585193204739,4.0170569994249075,2,1,48.021611715381724,6.673025349742887,2,1,77.82331845008132,3.493464662883148
4,2,3,1,44.43612961146971,1.846098327987526,2,1,41.36242860357188,1.9462314689011557,3,1,80.78856926888074,1.335615501288415
4,3,3,2,52.92593455998415,3.980628445097982,2,1,32.98131742066061,5.816293557844367,2,2,87.79947832465052,3.646203610907272
4,3,3,2,38.46272809505869,1.4945515433230079,2,1,46.81180978032816,1.2006666543319562,3,2,68.4366114412332,1.0300615531461976
4,3,3,2,56.835205219957736,2.899642999864169,2,2,18.201945521884024,3.7018589445923142,2,2,86.78570227976753,4.029521222782487
4,3,3,2,43.996583701917906,1.7839166681411922,2,2,41.97192730828049,1.7195752424639683,3,2,70.35002682902788,1.0442576831487553
4,4,3,3,46.40773219769101,2.467096540345852,2,2,44.12831813456613,2.49286883753486,2,3,65.00579003451695,3.481177219654085
4,4,3,3,46.973334400991426,1.4710074959347716,2,2,41.45328781539378,1.9031621146399798,3,3,70.98699201578201,1.046044937895915
4,4,3,3,45.22416589182185,2.9496704910967178,2,3,47.34521199151089,1.9915187688968028,2,3,65.39363497090744,3.342453936241765
4,4,3,3,47.08941324897018,1.3711173853763206,2,3,39.74403940065096,1.561173785156249,3,3,68.46642608232936,1.1853515891858448
4,5,3,4,36.59868769490117,3.7037143337196703,2,3,50.78249269564221,2.8180693230656284,2,4,71.6635992384718,2.456396978076338
4,5,3,4,41.285847606777295,1.5067618471983857,2,3,45.48370731482388,1.6557492363684227,3,4,75.79020961377788,1.0802040353725086
4,5,3,4,49.16665866054108,4.92926643335295,2,4,50.12218674427558,3.901925145591327,2,4,76.80035411035897,4.391245588144019
4,5,3,4,44.20537252199931,1.7067173732975194,2,4,43.37322706218311,1.6640572749373073,3,4,72.45535876625092,1.1770737700042306
4,6,3,5,41.24809169195614,3.997364321525456,2,4,50.59539315259947,2.791778558742731,2,5,74.89809549044536,2.923718617174149
4,6,3,5,46.00245284460235,1.151020516887641,2,4,43.28041185439308,1.1986578661295275,3,5,62.89761495309113,0.7915547213557823
4,6,3,5,50.29090130082214,4.6440975250520475,2,5,32.38081324105755,8.187032030235624,2,5,74.39208421409978,5.129445021699537
4,6,3,5,45.261397415053565,1.3243803650294899,2,5,42.799990682760395,1.5411621736597976,3,5,63.910815641240156,0.9596983003178248
4,7,3,6,46.5427024847468,3.762316961993732,2,5,45.42574661324535,5.652010125563011,2,6,72.62667229466143,3.622687067621964
4,7,3,6,45.24153908529897,1.2472142770071537,2,5,42.02202935062712,1.160228391811685,3,6,67.32534718596919,1.037083738536038
4,7,3,6,52.79359450766748,3.211243167847873,2,6,35.17779342516358,4.022256306146735,2,6,80.62979693460187,2.5576091102648957
4,7,3,6,45.50099196482166,1.5376663380954319,2,6,41.43508729635496,1.6082573537087383,3,6,73.6638005051942,2.9688955395456413
4,8,3,7,48.56112264788552,2.6090280568894983,2,6,44.65686439299977,3.59560260952001,2,7,70.30166317492196,2.091885756751006
4,8,3,7,47.13946522412124,1.151919991856289,2,6,41.05642041629975,1.3437680210116452,3,7,66.05373641052338,0.9051000656425985
4,8,3,7,51.69095858719186,3.307895061181708,2,7,36.83842442958313,3.7559761204123463,2,7,74.47920198902705,2.8067951738053636
4,8,3,7,41.5706271003345,1.7661504996817068,2,7,45.608069626732906,1.634752816680833,3,7,69.09058620198762,2.029474309640156
4,8,3,7,50.77488531445057,8.498648624225318,3,7,52.41847481295505,5.620321770794141,3,7,70.99548742999215,2.5363770185478334
4,9,3,8,45.436943296909575,3.446375719706368,2,7,41.88412815113687,2.860815675117117,2,8,79.33051964257895,3.101669086172584
4,9,3,8,44.8333677875026,2.496212612201142,2,7,42.847198335950985,2.1313805637975847,3,8,79.34331469471088,2.2525931277031606
4,9,3,8,39.669574216610734,4.143900534771748,2,8,48.29870391538209,2.673844407188149,2,8,82.96766726835706,2.638395767778901
4,9,3,8,47.53859672610622,1.3212281507009527,2,8,38.829094323173976,1.3886920218491086,3,8,71.12307303349701,1.078095910167102
4,9,3,8,46.766742430666845,8.20980130409753,3,7,53.429056979787084,4.434408736222728,3,8,78.8356891196092,2.838300335112895
4,10,3,9,57.68724436537907,3.841169586790466,2,8,27.352127987505238,7.013305933743609,2,9,81.29376673310284,3.4509824283218764
4,10,3,9,43.685008856563734,1.1876943897002725,2,8,42.91466443122964,1.154115905241019,3,9,62.96127403547484,1.0604871079721145
4,10,3,9,48.21916356731929,3.658833587518826,2,9,42.626289531105186,4.821882217965389,2,9,81.48058090673483,3.0654142355672187
4,10,3,9,44.30482917616911,1.1597455258763265,2,9,41.819529845925445,1.2438905046047606,3,9,61.84511478791853,0.9118083611249057
4,10,3,9,44.60635600442986,3.882447566700403,3,8,48.85962293628933,3.3499463997300394,3,9,67.22638366298779,3.256337053995102
4,10,3,9,40.552829873837716,2.74241349504574,3,9,55.09142370663309,2.887480020945995,3,9,53.86151273608404,3.219817742243958
4,11,3,10,47.71697368475191,4.293270696787447,2,9,51.810651995663065,2.811744617852671,2,10,80.83600800154541,3.6647495435609843
4,11,3,10,45.30895500853437,1.097727636075419,2,9,41.54320636775284,1.186127994978293,3,10,63.277392281066525,0.8905969027314551
4,11,3,10,52.77525898197578,3.0580093528442234,2,10,44.472231421760426,3.235144608478474,2,10,77.92364642044473,3.4054270723925333
4,11,3,10,44.663569415944686,1.0401784534805891,2,10,43.5120645085204,1.3032155472119644,3,10,63.943175333981884,0.8835948507269356
4,11,3,10,47.58202910104,2.8242394995125277,3,9,44.849381093021385,3.723237912305308,3,10,67.56018150603424,2.5851935674903688
4,11,3,10,41.16655925536742,3.0343078759939406,3,10,51.06443813657297,3.283046283876339,3,10,63.28572276629229,2.40376662087291
4,12,3,11,42.27035975089197,3.6194701416750936,2,10,46.84454340822343,4.670665933842123,2,11,75.56266762665716,4.038435566678293
4,12,3,11,42.89320592798194,1.6556574074911574,2,10,43.136503112044366,1.3376798105911512,3,11,73.00089160734177,0.9495325426676939
4,12,3,11,46.553343242670614,3.841469360529471,2,11,46.21858724287018,2.7282664716963727,2,11,74.34209540203156,3.2343468718744175
4,12,3,11,44.40580392415729,1.9067854331225558,2,11,46.198673568274195,1.8443979482334596,3,11,73.28772624348129,1.2009816208422674
4,12,3,11,42.33303273212791,3.5017415919334596,3,10,42.129015257260264,3.1529035581399745,3,11,69.19572473982089,2.179657357212085
4,12,3,11,39.78823268443749,3.4081598799545914,3,11,49.69366014498733,3.8379379675946534,3,11,70.48688590154792,3.0084170419820655
4,13,3,12,50.38090829785571,4.778399883613222,2,11,42.901223748693965,2.9048128769449892,2,12,83.01513535235053,3.077264473283104
4,13,3,12,49.6022634501129,1.4117204267233419,2,11,38.13501569341284,2.444416671983718,3,12,75.9752084823917,1.128148646492499
4,13,3,12,42.79196296613965,7.851120054449979,2,12,52.17152722604145,3.826340465720981,2,12,77.19846197886474,3.323176370016352
4,13,3,12,43.545905364994944,1.650337894781718,2,12,44.166216857839274,1.909257073827737,3,12,77.27387194993793,1.2199513806986246
4,13,3,12,45.288654768495874,2.8226548989048124,3,11,47.05555645949551,2.9249885085259404,3,12,69.35417732851717,2.0530409386516792
4,13,3,12,50.034242966380404,2.8928035658680087,3,12,46.06890349100166,2.216866507435174,3,12,73.77476935347816,2.4584730439571545
4,14,3,13,44.44483985754056,3.8551368620188073,2,12,48.90695090060229,4.200598340060205,2,13,78.46764406919344,2.965183257044863
4,14,3,13,44.75242385465039,1.8085266118381829,2,12,45.75666822813784,1.9512750542090926,3,13,70.42861733135284,1.0905601832217147
4,14,3,13,42.14324867178331,3.875062599578266,2,13,51.89217482949496,3.322910486748447,2,13,70.75092642406452,2.531873131891114
4,14,3,13,35.540220885154284,3.0470045234628254,2,13,47.66579721736091,1.9073542095044633,3,13,72.0149569924609,1.1360076628965157
4,14,3,13,46.31760634801639,3.7487314349837,3,12,47.23678522050945,3.972737223268477,3,13,65.62153163942227,3.3812462510522536
4,14,3,13,42.49940535395185,3.2699605050315057,3,13,45.63995576194822,2.526596022256447,3,13,70.13120051553618,1.9251046917812258
