tag1,tag2,gainLayerDepletionVoltage,fullDepletionVoltage
allData,allData,34.297422340843596,78.80504177251177
ascending,ascending,34.29133499107295,78.67229573494834
descending,descending,34.30350047149618,78.90222657479985
