Voltage [V],Capacitance [F],Conductivity [S],Bias Voltage [V],Pad Current [A],InverseCSquare,Ascending,Descending,Is Coarse
43.5,1.55705e-11,1.231172e-07,43.5,9.972159e-06,4.124723891884961e+21,True,False,False
44.0,1.53839e-11,1.213422e-07,44.0,1.015181e-05,4.225392952408219e+21,True,False,False
44.5,1.52178e-11,1.195762e-07,44.5,1.034153e-05,4.318135398265542e+21,True,False,False
45.0,1.50358e-11,1.178852e-07,45.0,1.050276e-05,4.4233053376989265e+21,True,False,False
45.5,1.48666e-11,1.164642e-07,45.5,1.068435e-05,4.524563493148733e+21,True,False,False
46.0,1.46937e-11,1.147882e-07,46.0,1.087286e-05,4.6316705733379086e+21,True,False,False
46.5,1.45212e-11,1.132062e-07,46.5,1.106057e-05,4.742365101199579e+21,True,False,False
47.0,1.43485e-11,1.116182e-07,47.0,1.124375e-05,4.857211290739676e+21,True,False,False
47.5,1.41694e-11,1.098972e-07,47.5,1.142973e-05,4.980776782657471e+21,True,False,False
48.0,1.40065e-11,1.085362e-07,48.0,1.162244e-05,5.097306504362278e+21,True,False,False
48.5,1.38362e-11,1.069482e-07,48.5,1.181802e-05,5.223556997347086e+21,True,False,False
49.0,1.366e-11,1.052732e-07,49.0,1.200457e-05,5.359183174737239e+21,True,False,False
49.5,1.34699e-11,1.037012e-07,49.5,1.218749e-05,5.511518339995518e+21,True,False,False
50.0,1.32829e-11,1.019202e-07,50.0,1.237101e-05,5.667795784217558e+21,True,False,False
50.5,1.30987e-11,1.002582e-07,50.5,1.254086e-05,5.8283229580449e+21,True,False,False
51.0,1.29037e-11,9.854472e-08,51.0,1.27354e-05,6.005808564959255e+21,True,False,False
51.5,1.27073e-11,9.674942e-08,51.5,1.291812e-05,6.192890967435417e+21,True,False,False
52.0,1.2504e-11,9.494592e-08,52.0,1.310767e-05,6.395905965241476e+21,True,False,False
52.5,1.22997e-11,9.320442e-08,52.5,1.328927e-05,6.610144637930562e+21,True,False,False
53.0,1.20883e-11,9.124532e-08,53.0,1.347772e-05,6.843362426402083e+21,True,False,False
53.5,1.18776e-11,8.924052e-08,53.5,1.365949e-05,7.088308469611338e+21,True,False,False
54.0,1.16611e-11,8.730402e-08,54.0,1.384677e-05,7.353954875350864e+21,True,False,False
54.5,1.1451e-11,8.530432e-08,54.5,1.401942e-05,7.626287449828275e+21,True,False,False
55.0,1.12251e-11,8.323822e-08,55.0,1.419667e-05,7.936327163981556e+21,True,False,False
56.0,1.07864e-11,7.911152e-08,56.0,1.457165e-05,8.595021293897091e+21,True,False,False
57.0,1.03556e-11,7.512142e-08,57.0,1.493068e-05,9.325013437978464e+21,True,False,False
58.0,9.9296e-12,7.082002e-08,58.0,1.526092e-05,1.0142300928410324e+22,True,False,False
59.0,9.5182e-12,6.682872e-08,59.0,1.559981e-05,1.1037998933429954e+22,True,False,False
60.0,9.1232e-12,6.282672e-08,60.0,1.595358e-05,1.2014497426921404e+22,True,False,False
61.0,8.7657e-12,5.923022e-08,61.0,1.626733e-05,1.301447920196287e+22,True,False,False
62.0,8.414e-12,5.551042e-08,62.0,1.661053e-05,1.4125212323129034e+22,True,False,False
63.0,8.0954e-12,5.199582e-08,63.0,1.690166e-05,1.5258905208622347e+22,True,False,False
64.0,7.8039e-12,4.883292e-08,64.0,1.722412e-05,1.6420130662398292e+22,True,False,False
65.0,7.548e-12,4.587362e-08,65.0,1.755346e-05,1.755238826219842e+22,True,False,False
65.0,7.5509e-12,4.589482e-08,65.0,1.755176e-05,1.7538908504485035e+22,False,True,False
64.0,7.8083e-12,4.885792e-08,64.0,1.72546e-05,1.640163029259376e+22,False,True,False
63.0,8.106e-12,5.201322e-08,63.0,1.691092e-05,1.5219023974771972e+22,False,True,False
62.0,8.4408e-12,5.566922e-08,62.0,1.660042e-05,1.4035658081164656e+22,False,True,False
61.0,8.7789e-12,5.927492e-08,61.0,1.626077e-05,1.2975371347345984e+22,False,True,False
60.0,9.1579e-12,6.307372e-08,60.0,1.593512e-05,1.1923622177891034e+22,False,True,False
59.0,9.5597e-12,6.715832e-08,59.0,1.559153e-05,1.0942371943556823e+22,False,True,False
58.0,9.9655e-12,7.121612e-08,58.0,1.529388e-05,1.0069358724657919e+22,False,True,False
57.0,1.04002e-11,7.537332e-08,57.0,1.488728e-05,9.245206541891433e+21,False,True,False
56.0,1.08401e-11,7.957362e-08,56.0,1.453186e-05,8.510075690612211e+21,False,True,False
55.0,1.12798e-11,8.378872e-08,55.0,1.419816e-05,7.859541317212742e+21,False,True,False
54.5,1.15175e-11,8.585722e-08,54.5,1.399718e-05,7.538476028282288e+21,False,True,False
54.0,1.17216e-11,8.784612e-08,54.0,1.379077e-05,7.278237212717147e+21,False,True,False
53.5,1.19475e-11,8.993162e-08,53.5,1.361823e-05,7.005609435259872e+21,False,True,False
53.0,1.21585e-11,9.180512e-08,53.0,1.344593e-05,6.76456698639432e+21,False,True,False
52.5,1.23718e-11,9.379542e-08,52.5,1.326004e-05,6.533324337590341e+21,False,True,False
52.0,1.25794e-11,9.557412e-08,52.0,1.305696e-05,6.319462570436057e+21,False,True,False
51.5,1.27807e-11,9.741962e-08,51.5,1.287542e-05,6.121963252157802e+21,False,True,False
51.0,1.29699e-11,9.907822e-08,51.0,1.267437e-05,5.944656225111157e+21,False,True,False
50.5,1.31701e-11,1.008562e-07,50.5,1.248966e-05,5.765299256115816e+21,False,True,False
50.0,1.33562e-11,1.024692e-07,50.0,1.232389e-05,5.60575576992016e+21,False,True,False
49.5,1.35529e-11,1.042562e-07,49.5,1.211051e-05,5.444218314547916e+21,False,True,False
49.0,1.37307e-11,1.059382e-07,49.0,1.193996e-05,5.304135904230545e+21,False,True,False
48.5,1.39035e-11,1.073222e-07,48.5,1.176118e-05,5.173110051350373e+21,False,True,False
48.0,1.40889e-11,1.091012e-07,48.0,1.156318e-05,5.037856894778208e+21,False,True,False
47.5,1.4252e-11,1.106572e-07,47.5,1.137444e-05,4.923210131509576e+21,False,True,False
47.0,1.44284e-11,1.121982e-07,47.0,1.119968e-05,4.803564785529544e+21,False,True,False
46.5,1.45972e-11,1.138562e-07,46.5,1.100615e-05,4.693111615742673e+21,False,True,False
46.0,1.47853e-11,1.156722e-07,46.0,1.083081e-05,4.574458774686107e+21,False,True,False
45.5,1.49439e-11,1.170532e-07,45.5,1.062379e-05,4.477876324609645e+21,False,True,False
45.0,1.51197e-11,1.186852e-07,45.0,1.045099e-05,4.3743512382454555e+21,False,True,False
44.5,1.52988e-11,1.203612e-07,44.5,1.026359e-05,4.2725314246720005e+21,False,True,False
44.0,1.54881e-11,1.221162e-07,44.0,1.009006e-05,4.168729464998369e+21,False,True,False
43.5,1.56723e-11,1.237172e-07,43.5,9.904926e-06,4.0713133312965613e+21,False,True,False
43.0,1.58623e-11,1.255682e-07,43.0,9.730593e-06,3.9743643754233494e+21,False,True,False
42.5,1.60702e-11,1.275552e-07,42.5,9.564429e-06,3.872196931529862e+21,False,True,False
42.0,1.62734e-11,1.294712e-07,42.0,9.380195e-06,3.7760992525539444e+21,False,True,False
41.5,1.64832e-11,1.315382e-07,41.5,9.221581e-06,3.6805857775814925e+21,False,True,False
41.0,1.66996e-11,1.334262e-07,41.0,9.043536e-06,3.5858148585922065e+21,False,True,False
40.5,1.6937e-11,1.356602e-07,40.5,8.888985e-06,3.4859971277684427e+21,False,True,False
40.0,1.71897e-11,1.380392e-07,40.0,8.724648e-06,3.3842575415638334e+21,False,True,False
39.5,1.74398e-11,1.404592e-07,39.5,8.579011e-06,3.2878878835376595e+21,False,True,False
39.0,1.77316e-11,1.431472e-07,39.0,8.425271e-06,3.180564071063509e+21,False,True,False
38.5,1.80169e-11,1.458352e-07,38.5,8.268741e-06,3.080632294606702e+21,False,True,False
38.0,1.83041e-11,1.485832e-07,38.0,8.106153e-06,2.984717558332869e+21,False,True,False
37.5,1.86429e-11,1.515122e-07,37.5,7.962461e-06,2.8772199300315926e+21,False,True,False
37.0,1.89954e-11,1.548762e-07,37.0,7.832408e-06,2.771424893152278e+21,False,True,False
36.5,1.9385e-11,1.582372e-07,36.5,7.681439e-06,2.661144083055904e+21,False,True,False
36.0,1.97686e-11,1.616812e-07,36.0,7.536694e-06,2.5588697020690984e+21,False,True,False
35.5,2.02195e-11,1.654402e-07,35.5,7.41119e-06,2.4460153392275847e+21,False,True,False
35.0,2.0684e-11,1.692172e-07,35.0,7.267911e-06,2.3373887089764443e+21,False,True,False
34.0,2.17139e-11,1.772512e-07,34.0,7.001577e-06,2.120920223158659e+21,False,True,False
33.0,2.29274e-11,1.865552e-07,33.0,6.746209e-06,1.9023498311278616e+21,False,True,False
32.0,2.42361e-11,1.957772e-07,32.0,6.483723e-06,1.702450637758669e+21,False,True,False
31.0,2.57624e-11,2.061232e-07,31.0,6.242039e-06,1.5067019902927718e+21,False,True,False
30.0,2.74517e-11,2.170692e-07,30.0,6.01552e-06,1.3269712442079904e+21,False,True,False
29.0,2.93978e-11,2.287362e-07,29.0,5.823958e-06,1.1570985199039496e+21,False,True,False
28.0,3.15911e-11,2.403832e-07,28.0,5.583121e-06,1.0020064184438771e+21,False,True,False
27.0,3.41882e-11,2.513272e-07,27.0,5.383482e-06,8.555542011041245e+20,False,True,False
26.0,3.73146e-11,2.592512e-07,26.0,5.184909e-06,7.18195069013773e+20,False,True,False
25.0,4.12485e-11,2.627602e-07,25.0,5.002097e-06,5.877378769453733e+20,False,True,False
24.0,4.57736e-11,2.604492e-07,24.0,4.832603e-06,4.772762895310506e+20,False,True,False
23.0,5.0587e-11,2.529972e-07,23.0,4.673937e-06,3.907708416312464e+20,False,True,False
22.0,5.5049e-11,2.435632e-07,22.0,4.531166e-06,3.299902678181247e+20,False,True,False
21.0,5.8476e-11,2.394802e-07,21.0,4.416682e-06,2.9244532632853306e+20,False,True,False
20.0,6.0623e-11,2.432772e-07,20.0,4.293442e-06,2.7209787603094458e+20,False,True,False
19.0,6.2133e-11,2.510662e-07,19.0,4.181058e-06,2.5903315379556355e+20,False,True,False
18.0,6.371e-11,2.598762e-07,18.0,4.069118e-06,2.463682790394721e+20,False,True,False
17.0,6.5259e-11,2.686652e-07,17.0,3.954893e-06,2.3481139619100148e+20,False,True,False
16.0,6.6866e-11,2.772382e-07,16.0,3.83267e-06,2.2366051059928544e+20,False,True,False
15.0,6.847e-11,2.856832e-07,15.0,3.722673e-06,2.133041692496913e+20,False,True,False
14.0,7.0153e-11,2.940922e-07,14.0,3.603619e-06,2.0319242077868216e+20,False,True,False
13.0,7.1632e-11,3.025842e-07,13.0,3.479783e-06,1.9488833528267404e+20,False,True,False
12.0,7.3266e-11,3.112892e-07,12.0,3.361023e-06,1.862923566774415e+20,False,True,False
11.0,7.4919e-11,3.204602e-07,11.0,3.233716e-06,1.7816240075478385e+20,False,True,False
10.0,7.6512e-11,3.297862e-07,10.0,3.103954e-06,1.7082085493820847e+20,False,True,False
9.0,7.8227e-11,3.395942e-07,9.0,2.971413e-06,1.6341301737660868e+20,False,True,False
8.0,7.998e-11,3.503762e-07,8.0,2.82807e-06,1.5632815430664366e+20,False,True,False
7.0,8.1782e-11,3.616272e-07,7.0,2.681733e-06,1.495149244544655e+20,False,True,False
6.0,8.3718e-11,3.750002e-07,6.0,2.516873e-06,1.426797404934716e+20,False,True,False
5.0,8.5835e-11,3.894082e-07,5.0,2.337724e-06,1.3572853985282936e+20,False,True,False
4.0,8.8138e-11,4.076992e-07,4.0,2.139992e-06,1.287281764657293e+20,False,True,False
3.0,9.06e-11,4.309422e-07,3.0,1.902233e-06,1.2182701538431551e+20,False,True,False
2.0,9.3455e-11,4.639062e-07,2.0,1.6064e-06,1.1449721321082243e+20,False,True,False
1.0,9.6434e-11,5.261042e-07,1.0,1.192178e-06,1.0753247391782961e+20,False,True,False
0.0,6.1374e-11,8.538292e-07,0.0,-2.676735e-07,2.654795922975531e+20,False,True,False
