1e1, 50000, 0.0002648943336680532, 0.0002448219747748226, 0.0002443074190523475, 0.0002499248366802931, 0.0002115898241754621, 0.0002728565887082368, 0.0002439752279315144, 0.0002408520958852023, 0.000262038258370012, 0.0002533519000280648
2e1, 50000, 0.0001846829836722463, 0.0001857420429587364, 0.0001767544017639011, 0.000198773923330009, 0.0001554690534248948, 0.00018732160970103, 0.0001707554038148373, 0.0001671659847488627, 0.0001806316577130929, 0.0001757089339662343
3e1, 50000, 0.0001720474101603031, 0.0001511752489022911, 0.0001907227851916105, 0.0001521553058410063, 0.0001524473045719787, 0.0001415195292793214, 0.0001708589552436024, 0.0001381273905280977, 0.0001554656337248161, 0.0001680267159827054
4e1, 50000, 0.000126030106912367, 0.0001427047391189262, 0.0001334990374743938, 0.0001491746515966952, 0.0001249532651854679, 0.0001271508517675102, 0.0001579187519382685, 0.0001263531448785216, 0.0001202799103339203, 0.0001323462056461722
5e1, 50000, 8.834170148475096e-05, 0.0001107479620259255, 0.0001191729825222865, 0.0001482681109337136, 0.0001366695651086047, 0.000113577458250802, 0.0001351929531665519, 0.0001380067988066003, 0.0001218445904669352, 0.0001077349879778922
6e1, 50000, 0.0001178957027150318, 9.885572217172012e-05, 0.0001013306464301422, 8.94992845132947e-05, 0.0001050664141075686, 0.000106466053694021, 8.664655615575612e-05, 8.735752635402605e-05, 9.86338418442756e-05, 9.230726573150605e-05
7e1, 50000, 8.344012894667685e-05, 9.638498886488378e-05, 9.451658115722239e-05, 9.10284579731524e-05, 8.104749576887116e-05, 7.074458699207753e-05, 9.625586244510487e-05, 8.076873200479895e-05, 0.0001078292771126144, 8.086435991572216e-05
8e1, 50000, 7.945014658616856e-05, 8.20623681647703e-05, 8.111114584608003e-05, 9.415327804163098e-05, 8.36851104395464e-05, 7.597330841235816e-05, 0.000104718841612339, 6.289566226769239e-05, 9.608190157450736e-05, 9.680444782134145e-05
9e1, 50000, 7.244284643093124e-05, 8.3543112850748e-05, 8.466914732707664e-05, 5.320865602698177e-05, 6.751795444870368e-05, 8.498696843162179e-05, 6.255543848965317e-05, 7.300092693185434e-05, 8.58478742884472e-05, 6.58384378766641e-05
1e2, 50000, 6.404433952411637e-05, 7.482641376554966e-05, 7.530198490712792e-05, 7.403811468975618e-05, 8.10504425317049e-05, 5.778857666882686e-05, 6.974821008043364e-05, 6.837680848548189e-05, 6.833333463873714e-05, 7.290161011042073e-05
2e2, 50000, 2.923150896094739e-05, 5.937458627158776e-05, 3.475406265351921e-05, 4.119889854337089e-05, 5.69092298974283e-05, 4.523873212747276e-05, 4.200355397188105e-05, 5.388137651607394e-05, 4.381208054837771e-05, 4.069264468853362e-05
3e2, 50000, 3.506835855660029e-05, 4.019418338430114e-05, 4.168858868069947e-05, 4.268515112926252e-05, 4.483609518501908e-05, 4.293037272873335e-05, 3.633378946688026e-05, 4.075875040143728e-05, 4.053162410855293e-05, 2.888012568291742e-05
4e2, 50000, 3.39778998750262e-05, 5.650388629874215e-05, 3.269704393460415e-05, 4.520934453466907e-05, 4.111387897864915e-05, 3.071552418987267e-05, 3.606914469855838e-05, 5.502571366378106e-05, 4.12932968174573e-05, 3.832490619970486e-05
5e2, 50000, 5.168891220819205e-05, 4.199353497824632e-05, 2.838661021087319e-05, 2.570638935139868e-05, 3.794257645495236e-05, 4.609458119375631e-05, 4.201346746413037e-05, 4.810545578948222e-05, 4.780706876772456e-05, 3.467409260338172e-05
6e2, 50000, 2.196555033151526e-05, 3.557447053026408e-05, 3.099034438491799e-05, 4.522104791249149e-05, 3.736443250090815e-05, 3.208331327186897e-05, 2.925060653069522e-05, 3.323022974655032e-05, 3.727979856193997e-05, 4.690112837124616e-05
7e2, 50000, 5.221102401264943e-05, 3.877844937960617e-05, 4.990938032278791e-05, 2.693086753424723e-05, 2.819064866343979e-05, 4.283861562726088e-05, 5.36029547220096e-05, 3.259374716435559e-05, 5.167675044503994e-05, 3.777709207497537e-05
