Voltage [V],Capacitance [F],Conductivity [S],Bias Voltage [V],Pad Current [A],InverseCSquare,Ascending,Descending,Is Coarse
0.0,2.18018e-11,1.078025e-06,0.0,-1.941654e-07,2.1038525436324665e+21,True,False,True
10.0,3.18429e-11,6.629863e-07,10.0,3.145413e-06,9.862221993288098e+20,True,False,True
20.0,2.8711e-11,5.051013e-07,20.0,4.359211e-06,1.2131188796173624e+21,True,False,True
30.0,1.53435e-11,3.060303e-07,30.0,6.132162e-06,4.2476734767608496e+21,True,False,True
35.0,1.23455e-11,2.323743e-07,35.0,7.393257e-06,6.561190273138431e+21,True,False,True
40.0,1.07963e-11,1.887473e-07,40.0,8.901398e-06,8.579265581748519e+21,True,False,True
45.0,9.729e-12,1.620633e-07,45.0,1.063259e-05,1.056485627395205e+22,True,False,True
50.0,8.6263e-12,1.399103e-07,50.0,1.250067e-05,1.3438502753064555e+22,True,False,True
55.0,7.2889e-12,1.134433e-07,55.0,1.438986e-05,1.8822444101665945e+22,True,False,True
65.0,5.3556e-12,6.026793e-08,65.0,1.771572e-05,3.4864523518187875e+22,True,False,True
65.0,5.3557e-12,6.036913e-08,65.0,1.76966e-05,3.4863221570803667e+22,False,True,True
55.0,7.2601e-12,1.130773e-07,55.0,1.413661e-05,1.8972073332115312e+22,False,True,True
50.0,8.6265e-12,1.400743e-07,50.0,1.237238e-05,1.3437879633747502e+22,False,True,True
45.0,9.724e-12,1.618933e-07,45.0,1.04843e-05,1.0575723789845308e+22,False,True,True
40.0,1.07872e-11,1.882183e-07,40.0,8.756648e-06,8.59374649375143e+21,False,True,True
35.0,1.23399e-11,2.315593e-07,35.0,7.237981e-06,6.567146723785313e+21,False,True,True
30.0,1.53541e-11,3.049073e-07,30.0,5.984198e-06,4.2418105741098625e+21,False,True,True
20.0,2.86067e-11,4.998103e-07,20.0,4.114433e-06,1.22198106645968e+21,False,True,True
10.0,3.16401e-11,6.537013e-07,10.0,2.886615e-06,9.989052717333707e+20,False,True,True
0.0,2.58832e-11,1.051185e-06,0.0,-3.119031e-07,1.4926708913478542e+21,False,True,True
0.0,2.18743e-11,1.081295e-06,0.0,-1.949499e-07,2.0899296717262495e+21,True,False,False
1.0,3.36097e-11,9.239873e-07,1.0,1.212103e-06,8.852597691485849e+20,True,False,False
2.0,3.42577e-11,8.546973e-07,2.0,1.630132e-06,8.52086326642284e+20,True,False,False
3.0,3.42262e-11,8.117873e-07,3.0,1.928929e-06,8.536554795534819e+20,True,False,False
4.0,3.39248e-11,7.789663e-07,4.0,2.164678e-06,8.688912184429357e+20,True,False,False
5.0,3.35273e-11,7.509373e-07,5.0,2.363332e-06,8.896165198496298e+20,True,False,False
6.0,3.31367e-11,7.268173e-07,6.0,2.54204e-06,9.107128996191725e+20,True,False,False
7.0,3.2758e-11,7.052183e-07,7.0,2.707247e-06,9.318912691185274e+20,True,False,False
8.0,3.23384e-11,6.861633e-07,8.0,2.853354e-06,9.562312726427417e+20,True,False,False
9.0,3.19624e-11,6.668893e-07,9.0,3.00199e-06,9.78861473020978e+20,True,False,False
10.0,3.16104e-11,6.498933e-07,10.0,3.136156e-06,1.0007832248010028e+21,True,False,False
11.0,3.12246e-11,6.335273e-07,11.0,3.266042e-06,1.0256666460995477e+21,True,False,False
12.0,3.08888e-11,6.168463e-07,12.0,3.391391e-06,1.0480884295463831e+21,True,False,False
13.0,3.05088e-11,6.008353e-07,13.0,3.514397e-06,1.0743597962514912e+21,True,False,False
14.0,3.0194e-11,5.856283e-07,14.0,3.63772e-06,1.0968789410997461e+21,True,False,False
15.0,2.98645e-11,5.700573e-07,15.0,3.750006e-06,1.1212165609154221e+21,True,False,False
16.0,2.95595e-11,5.552843e-07,16.0,3.870186e-06,1.1444737411188052e+21,True,False,False
17.0,2.92442e-11,5.390163e-07,17.0,3.987404e-06,1.1692853522510154e+21,True,False,False
18.0,2.90079e-11,5.239303e-07,18.0,4.102443e-06,1.1884130736751274e+21,True,False,False
19.0,2.88511e-11,5.099433e-07,19.0,4.226966e-06,1.2013657540940383e+21,True,False,False
20.0,2.85344e-11,4.959503e-07,20.0,4.334806e-06,1.2281813832723396e+21,True,False,False
21.0,2.79259e-11,4.827833e-07,21.0,4.457168e-06,1.2822881916828847e+21,True,False,False
22.0,2.66633e-11,4.692543e-07,22.0,4.577145e-06,1.406605145379241e+21,True,False,False
23.0,2.48807e-11,4.532673e-07,23.0,4.724741e-06,1.615380405170204e+21,True,False,False
24.0,2.29336e-11,4.331783e-07,24.0,4.887569e-06,1.9013213859951715e+21,True,False,False
25.0,2.10716e-11,4.098293e-07,25.0,5.049751e-06,2.2521897257842652e+21,True,False,False
26.0,1.94962e-11,3.865513e-07,26.0,5.243066e-06,2.630874050083895e+21,True,False,False
27.0,1.81785e-11,3.635873e-07,27.0,5.441203e-06,3.0261044273277845e+21,True,False,False
28.0,1.70572e-11,3.412523e-07,28.0,5.643145e-06,3.4370394471970463e+21,True,False,False
29.0,1.6112e-11,3.207493e-07,29.0,5.859818e-06,3.8521314058788085e+21,True,False,False
30.0,1.5261e-11,3.015933e-07,30.0,6.076861e-06,4.293722919301698e+21,True,False,False
31.0,1.45249e-11,2.845623e-07,31.0,6.318176e-06,4.739949316445275e+21,True,False,False
32.0,1.38332e-11,2.681863e-07,32.0,6.543416e-06,5.225822904040809e+21,True,False,False
33.0,1.32471e-11,2.538403e-07,33.0,6.800365e-06,5.698471368319037e+21,True,False,False
34.0,1.27249e-11,2.407733e-07,34.0,7.050807e-06,6.175771853760701e+21,True,False,False
35.0,1.22645e-11,2.287523e-07,35.0,7.33427e-06,6.648142271959841e+21,True,False,False
35.5,1.20659e-11,2.233993e-07,35.5,7.460057e-06,6.868795027175604e+21,True,False,False
36.0,1.18804e-11,2.182073e-07,36.0,7.589074e-06,7.084967685649429e+21,True,False,False
36.5,1.17022e-11,2.133173e-07,36.5,7.72942e-06,7.30238905448106e+21,True,False,False
37.0,1.15343e-11,2.087043e-07,37.0,7.880963e-06,7.516532058482132e+21,True,False,False
37.5,1.13815e-11,2.043293e-07,37.5,8.033614e-06,7.719710154450189e+21,True,False,False
38.0,1.12305e-11,2.000103e-07,38.0,8.175843e-06,7.928696895810705e+21,True,False,False
38.5,1.10931e-11,1.962693e-07,38.5,8.310632e-06,8.126324189961234e+21,True,False,False
39.0,1.09633e-11,1.925583e-07,39.0,8.474643e-06,8.319886532349149e+21,True,False,False
39.5,1.08392e-11,1.891063e-07,39.5,8.639626e-06,8.511488965779245e+21,True,False,False
40.0,1.07198e-11,1.858933e-07,40.0,8.791169e-06,8.702151391570724e+21,True,False,False
40.5,1.06045e-11,1.826393e-07,40.5,8.951628e-06,8.8924126358418e+21,True,False,False
41.0,1.04871e-11,1.797623e-07,41.0,9.107694e-06,9.092622933781214e+21,True,False,False
41.5,1.03796e-11,1.768593e-07,41.5,9.275548e-06,9.281940182006312e+21,True,False,False
42.0,1.02752e-11,1.741463e-07,42.0,9.44469e-06,9.471514582046822e+21,True,False,False
42.5,1.0176e-11,1.717843e-07,42.5,9.625232e-06,9.657079427237845e+21,True,False,False
43.0,1.00815e-11,1.694073e-07,43.0,9.810167e-06,9.838971239725307e+21,True,False,False
43.5,9.973e-12,1.668023e-07,43.5,9.970133e-06,1.005421948998584e+22,True,False,False
44.0,9.8735e-12,1.644923e-07,44.0,1.014307e-05,1.025788294647194e+22,True,False,False
44.5,9.7723e-12,1.622623e-07,44.5,1.033424e-05,1.0471440230095264e+22,True,False,False
45.0,9.677e-12,1.600593e-07,45.0,1.050972e-05,1.0678703245340145e+22,True,False,False
45.5,9.5755e-12,1.579173e-07,45.5,1.068992e-05,1.090629093701865e+22,True,False,False
46.0,9.4713e-12,1.557113e-07,46.0,1.087494e-05,1.114758555399277e+22,True,False,False
46.5,9.3727e-12,1.537893e-07,46.5,1.105433e-05,1.1383362529178545e+22,True,False,False
47.0,9.2691e-12,1.517213e-07,47.0,1.126487e-05,1.1639246470662807e+22,True,False,False
47.5,9.1594e-12,1.495323e-07,47.5,1.142496e-05,1.1919717125430775e+22,True,False,False
48.0,9.0556e-12,1.474393e-07,48.0,1.162283e-05,1.2194543251733803e+22,True,False,False
48.5,8.9448e-12,1.454163e-07,48.5,1.181643e-05,1.2498524074289115e+22,True,False,False
49.0,8.8301e-12,1.433083e-07,49.0,1.200415e-05,1.2825336131818428e+22,True,False,False
49.5,8.7178e-12,1.411023e-07,49.5,1.218279e-05,1.3157888358728853e+22,True,False,False
50.0,8.5968e-12,1.389403e-07,50.0,1.237886e-05,1.3530889691891986e+22,True,False,False
50.5,8.4701e-12,1.366023e-07,50.5,1.255119e-05,1.3938720976002244e+22,True,False,False
51.0,8.3469e-12,1.341443e-07,51.0,1.273485e-05,1.4353227848559651e+22,True,False,False
51.5,8.2135e-12,1.317743e-07,51.5,1.290173e-05,1.4823251495854149e+22,True,False,False
52.0,8.0851e-12,1.292633e-07,52.0,1.311082e-05,1.5297808087942294e+22,True,False,False
52.5,7.9546e-12,1.267703e-07,52.5,1.330131e-05,1.5803864893191421e+22,True,False,False
53.0,7.818e-12,1.241803e-07,53.0,1.347844e-05,1.6360955665671336e+22,True,False,False
53.5,7.6866e-12,1.215233e-07,53.5,1.366775e-05,1.6925107541236286e+22,True,False,False
54.0,7.5496e-12,1.186993e-07,54.0,1.384916e-05,1.7544949233563071e+22,True,False,False
54.5,7.4124e-12,1.160003e-07,54.5,1.403999e-05,1.8200457515238422e+22,True,False,False
55.0,7.2833e-12,1.132753e-07,55.0,1.422239e-05,1.8851399714986707e+22,True,False,False
56.0,7.0212e-12,1.075493e-07,56.0,1.457898e-05,2.0285107411866995e+22,True,False,False
57.0,6.7669e-12,1.017133e-07,57.0,1.494368e-05,2.183838322319879e+22,True,False,False
58.0,6.5267e-12,9.596433e-08,58.0,1.530213e-05,2.3475383644279867e+22,True,False,False
59.0,6.3009e-12,9.036423e-08,59.0,1.564149e-05,2.5188066186120323e+22,True,False,False
60.0,6.0974e-12,8.481823e-08,60.0,1.599235e-05,2.6897420165038287e+22,True,False,False
61.0,5.9091e-12,7.945613e-08,61.0,1.631724e-05,2.863896513447736e+22,True,False,False
62.0,5.7442e-12,7.452843e-08,62.0,1.664251e-05,3.0306856644704555e+22,True,False,False
63.0,5.5931e-12,6.980463e-08,63.0,1.698191e-05,3.196648111404105e+22,True,False,False
64.0,5.4663e-12,6.534133e-08,64.0,1.725877e-05,3.3466714152855117e+22,True,False,False
65.0,5.3484e-12,6.104333e-08,65.0,1.758524e-05,3.4958455734772737e+22,True,False,False
65.0,5.3496e-12,6.114933e-08,65.0,1.758069e-05,3.4942774023302502e+22,False,True,False
64.0,5.4663e-12,6.537773e-08,64.0,1.72892e-05,3.3466714152855117e+22,False,True,False
63.0,5.5978e-12,6.980853e-08,63.0,1.694556e-05,3.191282453885735e+22,False,True,False
62.0,5.7544e-12,7.477393e-08,62.0,1.663983e-05,3.0199510626835735e+22,False,True,False
61.0,5.9214e-12,7.982873e-08,61.0,1.629276e-05,2.8520110332351244e+22,False,True,False
60.0,6.107e-12,8.503593e-08,60.0,1.596642e-05,2.68129229386674e+22,False,True,False
59.0,6.3206e-12,9.071153e-08,59.0,1.559854e-05,2.5031298910876466e+22,False,True,False
58.0,6.5496e-12,9.649733e-08,58.0,1.524473e-05,2.33115121168615e+22,False,True,False
57.0,6.7885e-12,1.021873e-07,57.0,1.489591e-05,2.1699631327061186e+22,False,True,False
56.0,7.0444e-12,1.080153e-07,56.0,1.45329e-05,2.015171364320764e+22,False,True,False
55.0,7.3183e-12,1.139713e-07,55.0,1.419511e-05,1.8671516071159516e+22,False,True,False
54.5,7.4483e-12,1.166953e-07,54.5,1.400023e-05,1.8025431865152854e+22,False,True,False
54.0,7.5911e-12,1.195293e-07,54.0,1.382979e-05,1.7353639643163627e+22,False,True,False
53.5,7.7199e-12,1.221553e-07,53.5,1.364011e-05,1.67794086290761e+22,False,True,False
53.0,7.8652e-12,1.250253e-07,53.0,1.344546e-05,1.6165176800775934e+22,False,True,False
52.5,7.9968e-12,1.275203e-07,52.5,1.327061e-05,1.5637507504002002e+22,False,True,False
52.0,8.1377e-12,1.302473e-07,52.0,1.308441e-05,1.5100685035343398e+22,False,True,False
51.5,8.2624e-12,1.325813e-07,51.5,1.288589e-05,1.4648311524520888e+22,False,True,False
51.0,8.395e-12,1.349963e-07,51.0,1.269499e-05,1.4189222505100136e+22,False,True,False
50.5,8.5165e-12,1.372983e-07,50.5,1.251698e-05,1.3787251520681277e+22,False,True,False
50.0,8.6445e-12,1.396153e-07,50.0,1.232855e-05,1.3381975878914877e+22,False,True,False
49.5,8.7637e-12,1.418243e-07,49.5,1.213851e-05,1.3020420055367644e+22,False,True,False
49.0,8.8789e-12,1.439453e-07,49.0,1.195409e-05,1.2684742941288784e+22,False,True,False
48.5,8.9942e-12,1.461123e-07,48.5,1.176606e-05,1.2361606615879643e+22,False,True,False
48.0,9.1014e-12,1.482503e-07,48.0,1.158596e-05,1.2072121467016814e+22,False,True,False
47.5,9.213e-12,1.504253e-07,47.5,1.138984e-05,1.1781425943446871e+22,False,True,False
47.0,9.3133e-12,1.523723e-07,47.0,1.118828e-05,1.1529031204650986e+22,False,True,False
46.5,9.4172e-12,1.545743e-07,46.5,1.100213e-05,1.1276034919040385e+22,False,True,False
46.0,9.526e-12,1.567373e-07,46.0,1.08197e-05,1.101993024913109e+22,False,True,False
45.5,9.6327e-12,1.590113e-07,45.5,1.064681e-05,1.0777150067306282e+22,False,True,False
45.0,9.7247e-12,1.608793e-07,45.0,1.045967e-05,1.0574201328440317e+22,False,True,False
44.5,9.8255e-12,1.632323e-07,44.5,1.026712e-05,1.0358352352929905e+22,False,True,False
44.0,9.9231e-12,1.653703e-07,44.0,1.008444e-05,1.0155592449746432e+22,False,True,False
43.5,1.00275e-11,1.679113e-07,43.5,9.916136e-06,9.945226045975165e+21,False,True,False
43.0,1.01312e-11,1.703113e-07,43.0,9.739483e-06,9.74267515440628e+21,False,True,False
42.5,1.02255e-11,1.726643e-07,42.5,9.552672e-06,9.563808993605616e+21,False,True,False
42.0,1.03316e-11,1.753063e-07,42.0,9.397509e-06,9.368387216147032e+21,False,True,False
41.5,1.04418e-11,1.779893e-07,41.5,9.21724e-06,9.171687709854933e+21,False,True,False
41.0,1.05468e-11,1.807423e-07,41.0,9.050032e-06,8.989976965363197e+21,False,True,False
40.5,1.06627e-11,1.838283e-07,40.5,8.885131e-06,8.795603013388334e+21,False,True,False
40.0,1.07847e-11,1.873103e-07,40.0,8.736204e-06,8.597731186209924e+21,False,True,False
39.5,1.09084e-11,1.906223e-07,39.5,8.575188e-06,8.403842230751595e+21,False,True,False
39.0,1.10294e-11,1.939853e-07,39.0,8.417178e-06,8.22046198142065e+21,False,True,False
38.5,1.11644e-11,1.976203e-07,38.5,8.276191e-06,8.022860186343366e+21,False,True,False
38.0,1.13141e-11,2.018673e-07,38.0,8.111295e-06,7.811959338566344e+21,False,True,False
37.5,1.14574e-11,2.059753e-07,37.5,7.96604e-06,7.617769879042878e+21,False,True,False
37.0,1.16188e-11,2.104443e-07,37.0,7.821457e-06,7.407598718795474e+21,False,True,False
36.5,1.17874e-11,2.151883e-07,36.5,7.672658e-06,7.197206396621746e+21,False,True,False
36.0,1.19711e-11,2.203033e-07,36.0,7.528145e-06,6.978014742483984e+21,False,True,False
35.5,1.2174e-11,2.256373e-07,35.5,7.407686e-06,6.74735258849632e+21,False,True,False
35.0,1.23757e-11,2.311643e-07,35.0,7.260007e-06,6.529207245204631e+21,False,True,False
34.0,1.28324e-11,2.430663e-07,34.0,6.994988e-06,6.072733502265379e+21,False,True,False
33.0,1.33804e-11,2.567603e-07,33.0,6.727058e-06,5.585496792329177e+21,False,True,False
32.0,1.40007e-11,2.716833e-07,32.0,6.490712e-06,5.101530650507653e+21,False,True,False
31.0,1.47037e-11,2.882883e-07,31.0,6.252179e-06,4.625372708757413e+21,False,True,False
30.0,1.54727e-11,3.059673e-07,30.0,6.035068e-06,4.177031879206172e+21,False,True,False
29.0,1.63375e-11,3.253593e-07,29.0,5.799812e-06,3.74652641388931e+21,False,True,False
28.0,1.73209e-11,3.460693e-07,28.0,5.599015e-06,3.333182486715608e+21,False,True,False
27.0,1.84868e-11,3.686403e-07,27.0,5.386706e-06,2.9260147722014006e+21,False,True,False
26.0,1.98567e-11,3.912963e-07,26.0,5.188212e-06,2.536213740729193e+21,False,True,False
25.0,2.15613e-11,4.151553e-07,25.0,5.006345e-06,2.1510480679843925e+21,False,True,False
24.0,2.34684e-11,4.374583e-07,24.0,4.83278e-06,1.8156537726462704e+21,False,True,False
23.0,2.54382e-11,4.563253e-07,23.0,4.677856e-06,1.5453513824210704e+21,False,True,False
22.0,2.71219e-11,4.713053e-07,22.0,4.53778e-06,1.359439170072965e+21,False,True,False
21.0,2.81622e-11,4.842003e-07,21.0,4.413302e-06,1.260859930254269e+21,False,True,False
20.0,2.86147e-11,4.973543e-07,20.0,4.296101e-06,1.221297887395596e+21,False,True,False
19.0,2.88571e-11,5.112933e-07,19.0,4.175306e-06,1.2008662274502178e+21,False,True,False
18.0,2.90349e-11,5.252183e-07,18.0,4.065404e-06,1.1862038541620082e+21,False,True,False
17.0,2.93109e-11,5.405623e-07,17.0,3.951995e-06,1.1639697465001045e+21,False,True,False
16.0,2.96182e-11,5.556463e-07,16.0,3.834501e-06,1.1399417954683738e+21,False,True,False
15.0,2.98855e-11,5.704783e-07,15.0,3.715189e-06,1.1196413973569024e+21,False,True,False
14.0,3.02305e-11,5.857763e-07,14.0,3.601076e-06,1.0942318190362503e+21,False,True,False
13.0,3.05375e-11,6.006063e-07,13.0,3.476584e-06,1.0723413181990227e+21,False,True,False
12.0,3.08137e-11,6.151433e-07,12.0,3.353424e-06,1.0532035153625691e+21,False,True,False
11.0,3.11851e-11,6.307753e-07,11.0,3.226407e-06,1.0282665730229619e+21,False,True,False
10.0,3.15003e-11,6.459693e-07,10.0,3.099616e-06,1.0077913355032077e+21,False,True,False
9.0,3.1866e-11,6.630233e-07,9.0,2.962333e-06,9.847928718044816e+20,False,True,False
8.0,3.22772e-11,6.807543e-07,8.0,2.824881e-06,9.598608832862319e+20,False,True,False
7.0,3.26546e-11,6.992723e-07,7.0,2.674773e-06,9.378022350567071e+20,False,True,False
6.0,3.29325e-11,7.183793e-07,6.0,2.509055e-06,9.220417769176511e+20,False,True,False
5.0,3.328e-11,7.397613e-07,5.0,2.335823e-06,9.028869267751478e+20,False,True,False
4.0,3.36121e-11,7.649713e-07,4.0,2.135944e-06,8.851333535069641e+20,False,True,False
3.0,3.38497e-11,7.955343e-07,3.0,1.900857e-06,8.727509937133674e+20,False,True,False
2.0,3.38753e-11,8.351093e-07,2.0,1.607994e-06,8.714323938361767e+20,False,True,False
1.0,3.31555e-11,8.943433e-07,1.0,1.196032e-06,9.096803983219199e+20,False,True,False
0.0,2.2047e-11,1.071315e-06,0.0,-1.956692e-07,2.0573159627645476e+21,False,True,False
