Voltage [V],Capacitance [F],Conductivity [S],Bias Voltage [V],Pad Current [A],InverseCSquare,Ascending,Descending,Is Coarse
36.5,2.34542e-11,1.393183e-07,36.5,7.733341e-06,1.8178529598556857e+21,True,False,False
37.0,2.29974e-11,1.367213e-07,37.0,7.882603e-06,1.8907866262736952e+21,True,False,False
37.5,2.25255e-11,1.338632e-07,37.5,8.026686e-06,1.9708388757572144e+21,True,False,False
38.0,2.20961e-11,1.312653e-07,38.0,8.167623e-06,2.0481829500298178e+21,True,False,False
38.5,2.17001e-11,1.289852e-07,38.5,8.319951e-06,2.1236186444261866e+21,True,False,False
39.0,2.13385e-11,1.266883e-07,39.0,8.473975e-06,2.196201710978505e+21,True,False,False
39.5,2.09827e-11,1.244003e-07,39.5,8.624539e-06,2.2713144155842908e+21,True,False,False
40.0,2.06415e-11,1.223893e-07,40.0,8.775829e-06,2.3470237924355906e+21,True,False,False
40.5,2.03186e-11,1.202913e-07,40.5,8.942543e-06,2.4222136018525256e+21,True,False,False
41.0,2.00218e-11,1.185123e-07,41.0,9.110906e-06,2.4945588978173314e+21,True,False,False
41.5,1.97306e-11,1.166752e-07,41.5,9.279185e-06,2.568735665107045e+21,True,False,False
42.0,1.94377e-11,1.147742e-07,42.0,9.448187e-06,2.6467337177459463e+21,True,False,False
42.5,1.91828e-11,1.132243e-07,42.5,9.618057e-06,2.7175403567102343e+21,True,False,False
43.0,1.89258e-11,1.115123e-07,43.0,9.790969e-06,2.791846312917361e+21,True,False,False
43.5,1.86624e-11,1.097813e-07,43.5,9.958951e-06,2.8712103624861465e+21,True,False,False
44.0,1.84376e-11,1.082623e-07,44.0,1.014292e-05,2.941651514776667e+21,True,False,False
44.5,1.81982e-11,1.068513e-07,44.5,1.032589e-05,3.019556308253696e+21,True,False,False
45.0,1.79842e-11,1.054252e-07,45.0,1.050111e-05,3.0918452769916605e+21,True,False,False
45.5,1.77556e-11,1.039133e-07,45.5,1.068669e-05,3.171971632823215e+21,True,False,False
46.0,1.75227e-11,1.024812e-07,46.0,1.085113e-05,3.2568514393744946e+21,True,False,False
46.5,1.73256e-11,1.010132e-07,46.5,1.105348e-05,3.331374314669943e+21,True,False,False
47.0,1.70897e-11,9.950685e-08,47.0,1.122524e-05,3.423979233524313e+21,True,False,False
47.5,1.68832e-11,9.813025e-08,47.5,1.142783e-05,3.508249480819492e+21,True,False,False
48.0,1.66835e-11,9.673305e-08,48.0,1.160864e-05,3.5927390022623743e+21,True,False,False
48.5,1.64613e-11,9.520275e-08,48.5,1.181308e-05,3.6903855438919337e+21,True,False,False
49.0,1.62512e-11,9.373145e-08,49.0,1.197864e-05,3.78642300232127e+21,True,False,False
49.5,1.60433e-11,9.238745e-08,49.5,1.217088e-05,3.8851929388847354e+21,True,False,False
50.0,1.58101e-11,9.089725e-08,50.0,1.234001e-05,4.000651914070675e+21,True,False,False
50.5,1.55888e-11,8.938675e-08,50.5,1.255278e-05,4.1150453865408433e+21,True,False,False
51.0,1.53623e-11,8.780595e-08,51.0,1.274039e-05,4.237283444238174e+21,True,False,False
51.5,1.5115e-11,8.619425e-08,51.5,1.290241e-05,4.3770720648804633e+21,True,False,False
52.0,1.48826e-11,8.447125e-08,52.0,1.310287e-05,4.5148401784438286e+21,True,False,False
52.5,1.4634e-11,8.284395e-08,52.5,1.328829e-05,4.6695378347341853e+21,True,False,False
53.0,1.43723e-11,8.104565e-08,53.0,1.346919e-05,4.841137883880971e+21,True,False,False
53.5,1.41318e-11,7.931655e-08,53.5,1.367314e-05,5.007316409326125e+21,True,False,False
54.0,1.38781e-11,7.756985e-08,54.0,1.383109e-05,5.19206325648961e+21,True,False,False
54.5,1.36159e-11,7.578665e-08,54.5,1.40151e-05,5.393954686588773e+21,True,False,False
55.0,1.33495e-11,7.384245e-08,55.0,1.419558e-05,5.611384143839719e+21,True,False,False
56.0,1.28114e-11,7.011435e-08,56.0,1.455411e-05,6.092658244726524e+21,True,False,False
57.0,1.22758e-11,6.648915e-08,57.0,1.491857e-05,6.635908538685794e+21,True,False,False
58.0,1.17652e-11,6.276525e-08,58.0,1.526972e-05,7.224393138232559e+21,True,False,False
59.0,1.12492e-11,5.917005e-08,59.0,1.559681e-05,7.902358418915801e+21,True,False,False
60.0,1.07583e-11,5.569345e-08,60.0,1.593367e-05,8.639979236318956e+21,True,False,False
61.0,1.02992e-11,5.237115e-08,61.0,1.626909e-05,9.427423488599691e+21,True,False,False
62.0,9.8576e-12,4.914975e-08,62.0,1.660226e-05,1.029100092178389e+22,True,False,False
63.0,9.4631e-12,4.611375e-08,63.0,1.691167e-05,1.116691321746324e+22,True,False,False
64.0,9.082e-12,4.342035e-08,64.0,1.722459e-05,1.2123750908129561e+22,True,False,False
65.0,8.7251e-12,4.062845e-08,65.0,1.751989e-05,1.313588003721449e+22,True,False,False
65.0,8.7344e-12,4.056955e-08,65.0,1.750962e-05,1.3107921929703552e+22,False,True,False
64.0,9.0878e-12,4.326135e-08,64.0,1.71925e-05,1.2108280647730111e+22,False,True,False
63.0,9.4588e-12,4.602515e-08,63.0,1.687949e-05,1.1177068552461197e+22,False,True,False
62.0,9.876e-12,4.906785e-08,62.0,1.657306e-05,1.0252690264914752e+22,False,True,False
61.0,1.03335e-11,5.262065e-08,61.0,1.626667e-05,9.36494243958703e+21,False,True,False
60.0,1.08028e-11,5.578695e-08,60.0,1.59283e-05,8.56894447066092e+21,False,True,False
59.0,1.12778e-11,5.936925e-08,59.0,1.55956e-05,7.862329179462818e+21,False,True,False
58.0,1.18239e-11,6.324595e-08,58.0,1.524333e-05,7.152839890938243e+21,False,True,False
57.0,1.23322e-11,6.676815e-08,57.0,1.487533e-05,6.575350096474235e+21,False,True,False
56.0,1.28771e-11,7.053945e-08,56.0,1.451742e-05,6.03064637919891e+21,False,True,False
55.0,1.34058e-11,7.433015e-08,55.0,1.414069e-05,5.564351136525765e+21,False,True,False
54.5,1.36723e-11,7.615375e-08,54.5,1.398293e-05,5.349544956998844e+21,False,True,False
54.0,1.39479e-11,7.808545e-08,54.0,1.379092e-05,5.140227608932072e+21,False,True,False
53.5,1.42134e-11,7.976155e-08,53.5,1.362836e-05,4.949986828966146e+21,False,True,False
53.0,1.44666e-11,8.152265e-08,53.0,1.341878e-05,4.778230027119997e+21,False,True,False
52.5,1.47201e-11,8.342695e-08,52.5,1.327089e-05,4.615071983095365e+21,False,True,False
52.0,1.49721e-11,8.510335e-08,52.0,1.30605e-05,4.4610240204417857e+21,False,True,False
51.5,1.52197e-11,8.689375e-08,51.5,1.286596e-05,4.3170573290339733e+21,False,True,False
51.0,1.54424e-11,8.840915e-08,51.0,1.26729e-05,4.193439721708687e+21,False,True,False
50.5,1.5669e-11,8.993815e-08,50.5,1.24866e-05,4.0730284054915323e+21,False,True,False
50.0,1.59097e-11,9.153295e-08,50.0,1.231204e-05,3.950717890259579e+21,False,True,False
49.5,1.61313e-11,9.304515e-08,49.5,1.21321e-05,3.8429192951259983e+21,False,True,False
49.0,1.63593e-11,9.444565e-08,49.0,1.192629e-05,3.736548009280403e+21,False,True,False
48.5,1.65574e-11,9.593395e-08,48.5,1.174481e-05,3.647671487479545e+21,False,True,False
48.0,1.67765e-11,9.735685e-08,48.0,1.155801e-05,3.5530169360086073e+21,False,True,False
47.5,1.69892e-11,9.881125e-08,47.5,1.138088e-05,3.4646083046974816e+21,False,True,False
47.0,1.72001e-11,1.002762e-07,47.0,1.117678e-05,3.3801662121228664e+21,False,True,False
46.5,1.74303e-11,1.018133e-07,46.5,1.10083e-05,3.2914728415532155e+21,False,True,False
46.0,1.76487e-11,1.031203e-07,46.0,1.081401e-05,3.210513927752814e+21,False,True,False
45.5,1.78601e-11,1.045832e-07,45.5,1.062611e-05,3.134961614742017e+21,False,True,False
45.0,1.80968e-11,1.060363e-07,45.0,1.044452e-05,3.0534894690405104e+21,False,True,False
44.5,1.83236e-11,1.075362e-07,44.5,1.027066e-05,2.978368257642193e+21,False,True,False
44.0,1.85539e-11,1.089732e-07,44.0,1.00808e-05,2.904889233276341e+21,False,True,False
43.5,1.88019e-11,1.106223e-07,43.5,9.920206e-06,2.8287627404311627e+21,False,True,False
43.0,1.90506e-11,1.122992e-07,43.0,9.728419e-06,2.755387496228041e+21,False,True,False
42.5,1.93044e-11,1.137932e-07,42.5,9.548011e-06,2.6834121649629335e+21,False,True,False
42.0,1.95796e-11,1.155973e-07,42.0,9.390847e-06,2.6085091812392556e+21,False,True,False
41.5,1.98739e-11,1.174112e-07,41.5,9.207687e-06,2.531825674020078e+21,False,True,False
41.0,2.01658e-11,1.193163e-07,41.0,9.056622e-06,2.459059791977956e+21,False,True,False
40.5,2.04627e-11,1.210012e-07,40.5,8.874061e-06,2.3882188707053825e+21,False,True,False
40.0,2.0795e-11,1.230762e-07,40.0,8.708774e-06,2.3125021788106462e+21,False,True,False
39.5,2.11453e-11,1.251842e-07,39.5,8.554149e-06,2.2365174848940092e+21,False,True,False
39.0,2.15196e-11,1.275513e-07,39.0,8.407442e-06,2.1593926108281858e+21,False,True,False
38.5,2.19221e-11,1.302002e-07,38.5,8.257574e-06,2.0808256418738707e+21,False,True,False
38.0,2.23161e-11,1.324033e-07,38.0,8.112404e-06,2.0079985844138483e+21,False,True,False
37.5,2.2754e-11,1.351032e-07,37.5,7.959455e-06,1.931454547748411e+21,False,True,False
37.0,2.32e-11,1.376533e-07,37.0,7.799265e-06,1.8579072532699165e+21,False,True,False
36.5,2.37116e-11,1.406743e-07,36.5,7.671489e-06,1.7785999666469533e+21,False,True,False
36.0,2.42501e-11,1.437642e-07,36.0,7.527526e-06,1.7004854970829366e+21,False,True,False
35.5,2.48279e-11,1.468622e-07,35.5,7.392011e-06,1.622258375370197e+21,False,True,False
35.0,2.54478e-11,1.501842e-07,35.0,7.258778e-06,1.544185656896493e+21,False,True,False
34.0,2.68142e-11,1.570533e-07,34.0,6.983531e-06,1.390818027592854e+21,False,True,False
33.0,2.84067e-11,1.645693e-07,33.0,6.726664e-06,1.2392485815437647e+21,False,True,False
32.0,3.0182e-11,1.725872e-07,32.0,6.485785e-06,1.0977513262252122e+21,False,True,False
31.0,3.21351e-11,1.810682e-07,31.0,6.235051e-06,9.683685774017529e+20,False,True,False
30.0,3.43057e-11,1.901042e-07,30.0,6.018108e-06,8.497035430082233e+20,False,True,False
29.0,3.67736e-11,1.993452e-07,29.0,5.793267e-06,7.394821656705563e+20,False,True,False
28.0,3.95826e-11,2.084103e-07,28.0,5.586064e-06,6.382507954669206e+20,False,True,False
27.0,4.28113e-11,2.160873e-07,27.0,5.397632e-06,5.4561106409994355e+20,False,True,False
26.0,4.67578e-11,2.208363e-07,26.0,5.198793e-06,4.5739547308920957e+20,False,True,False
25.0,5.1342e-11,2.191693e-07,25.0,4.993443e-06,3.793625319781939e+20,False,True,False
24.0,5.6483e-11,2.109373e-07,24.0,4.821624e-06,3.1344726810737685e+20,False,True,False
23.0,6.1831e-11,1.972363e-07,23.0,4.665554e-06,2.615697149463546e+20,False,True,False
22.0,6.6994e-11,1.818602e-07,22.0,4.531291e-06,2.228066670838261e+20,False,True,False
21.0,7.1088e-11,1.725063e-07,21.0,4.407164e-06,1.978825089794966e+20,False,True,False
20.0,7.4028e-11,1.726852e-07,20.0,4.286519e-06,1.8247693070439144e+20,False,True,False
19.0,7.6291e-11,1.774242e-07,19.0,4.175419e-06,1.7181195711642757e+20,False,True,False
18.0,7.8485e-11,1.832313e-07,18.0,4.061338e-06,1.6234042357433116e+20,False,True,False
17.0,8.0701e-11,1.890373e-07,17.0,3.943162e-06,1.5354729409383907e+20,False,True,False
16.0,8.3026e-11,1.947472e-07,16.0,3.834451e-06,1.4506804880756939e+20,False,True,False
15.0,8.5243e-11,2.002903e-07,15.0,3.718351e-06,1.3762031535373509e+20,False,True,False
14.0,8.744e-11,2.057713e-07,14.0,3.596479e-06,1.3079155467421814e+20,False,True,False
13.0,8.9645e-11,2.115223e-07,13.0,3.47877e-06,1.2443651993971884e+20,False,True,False
12.0,9.1832e-11,2.173753e-07,12.0,3.35575e-06,1.1858012784812296e+20,False,True,False
11.0,9.4102e-11,2.234733e-07,11.0,3.228461e-06,1.1292817049546098e+20,False,True,False
10.0,9.6331e-11,2.300152e-07,10.0,3.100802e-06,1.0776255075968929e+20,False,True,False
9.0,9.868e-11,2.369292e-07,9.0,2.967473e-06,1.0269320741119625e+20,False,True,False
8.0,1.01155e-10,2.445452e-07,8.0,2.824164e-06,9.772941320687585e+19,False,True,False
7.0,1.03815e-10,2.529072e-07,7.0,2.676804e-06,9.278542971097878e+19,False,True,False
6.0,1.06448e-10,2.621083e-07,6.0,2.511104e-06,8.825208768008988e+19,False,True,False
5.0,1.09551e-10,2.732652e-07,5.0,2.335111e-06,8.332346227355905e+19,False,True,False
4.0,1.12954e-10,2.864653e-07,4.0,2.134771e-06,7.837846790692476e+19,False,True,False
3.0,1.16948e-10,3.044152e-07,3.0,1.901528e-06,7.311633295586548e+19,False,True,False
2.0,1.21826e-10,3.304183e-07,2.0,1.606561e-06,6.737829703261865e+19,False,True,False
1.0,1.28147e-10,3.822693e-07,1.0,1.19075e-06,6.089520725561665e+19,False,True,False
0.0,8.3936e-11,7.631902e-07,0.0,-3.024992e-07,1.4193956247041298e+20,False,True,False
