1.208196749757917e-06, 1.661984242673498e-06, 1.527685526525602e-06, 2.291410964971874e-06, 2.372831431785016e-06, 2.167560751331621e-06, 2.038514821833814e-06, 2.288270252392977e-06, 2.379882516834186e-06, 1.598518679202243e-06, 1.583468474564143e-06, 2.618022335809655e-06, 2.276251052535372e-06, 2.459595179971075e-06, 2.256581637993804e-06, 2.543402843002696e-06, 1.415472183907696e-06, 1.472814233238751e-06, 2.202461246270104e-06, 1.522991851743427e-06
2.568319814599818e-06, 2.307068598383921e-06, 2.317156940989662e-06, 2.628046559038921e-06, 2.983191507155425e-06, 1.968297965504462e-06, 2.478090209478978e-06, 2.123225613104296e-06, 2.291104010510026e-06, 1.990571945498232e-06, 1.786652092050645e-06, 2.435422402413678e-06, 3.140776243526489e-06, 1.865646140686295e-06, 1.594975401530974e-06, 1.501541760262626e-06, 2.060403176074033e-06, 2.918635800597258e-06, 3.021795464519528e-06, 1.637184595892904e-06
2.842087496901513e-06, 1.642192046347191e-06, 2.145914777429425e-06, 2.107708496623673e-06, 2.392803708062274e-06, 2.53828056884231e-06, 1.80936990545888e-06, 2.281262595715816e-06, 2.577146460680524e-06, 1.516740894658142e-06, 1.793599381016975e-06, 2.592560122138821e-06, 1.105975343307364e-06, 2.974579956571688e-06, 1.687657004367793e-06, 1.590676788509882e-06, 1.747962528497737e-06, 2.701855919440277e-06, 2.624073658807902e-06, 1.319543116551358e-06
2.569169055277598e-06, 2.325731884411653e-06, 3.032543418157729e-06, 1.86689430847764e-06, 2.948679593828274e-06, 2.899753098972724e-06, 1.378326828671561e-06, 2.340729906791239e-06, 2.729713287408231e-06, 2.328014488739427e-06, 2.911124283855315e-06, 2.333995780645637e-06, 2.074223175441148e-06, 2.835348141161376e-06, 1.98145767171809e-06, 1.876911369436129e-06, 2.478339638400939e-06, 2.027199343501707e-06, 2.677403472262085e-06, 2.233402483398095e-06
2.252043486805633e-06, 2.361342012591194e-06, 2.573297933849972e-06, 1.636348201827786e-06, 2.562955387475085e-06, 1.884736775537021e-06, 1.660371026446228e-06, 2.620994109747699e-06, 3.218787696823711e-06, 2.381834519837867e-06, 2.344832182643586e-06, 2.272209485454368e-06, 1.85284454801149e-06, 1.998940888370271e-06, 2.086180984406383e-06, 2.252585545647889e-06, 2.060781980617321e-06, 1.96530618268298e-06, 2.344017048017122e-06, 1.957118001882918e-06
2.554194679760258e-06, 1.878881789707521e-06, 2.129717586285551e-06, 1.629039502404339e-06, 2.263797341583995e-06, 1.535135652375175e-06, 2.437253897369374e-06, 1.951841113623232e-06, 1.375632336930721e-06, 2.200511517003179e-06, 1.674835971243738e-06, 2.0641311948566e-06, 2.503458517821855e-06, 2.234645080534392e-06, 1.197142069031543e-06, 2.10027928915224e-06, 2.258259883092251e-06, 2.051678393399925e-06, 2.418101985313115e-06, 1.953670562215848e-06
1.634303430364525e-06, 2.438608134980313e-06, 2.296254479006166e-06, 1.979938360818778e-06, 2.294691284987493e-06, 1.645111183279369e-06, 1.996216269617435e-06, 1.950874548128922e-06, 2.632174528116593e-06, 1.477032697039249e-06, 1.725035076560744e-06, 3.276797542639542e-06, 1.89157185559452e-06, 1.981840114240185e-06, 2.115924189638463e-06, 1.583387643222522e-06, 1.91834215002018e-06, 2.177633177780081e-06, 2.300580490555149e-06, 2.687648930077557e-06
1.902034455270041e-06, 2.639968897710787e-06, 1.77632341546996e-06, 2.276795385114383e-06, 1.933199882842018e-06, 2.189158067267272e-06, 1.952990032805246e-06, 2.60013166553108e-06, 1.732754412842041e-06, 2.195494971601875e-06, 1.98262478079414e-06, 2.903988843172556e-06, 1.889495820250886e-06, 3.271447440056363e-06, 2.153323521270067e-06, 2.225059233751381e-06, 2.650438318596571e-06, 2.70733858087624e-06, 1.962542683031643e-06, 2.524935098335845e-06
2.441823880872107e-06, 2.338300873816479e-06, 1.359543830403709e-06, 1.429085727977508e-06, 3.0835196866974e-06, 2.153000878024613e-06, 1.811871129575593e-06, 1.640604409658408e-06, 1.938701871040394e-06, 2.844695700332522e-06, 2.037047124758828e-06, 2.007370085266302e-06, 1.928362053149613e-06, 2.941761977126589e-06, 1.420447347300069e-06, 1.539317963761277e-06, 2.692561338335508e-06, 2.110998593707336e-06, 2.31960552810051e-06, 1.502587110735476e-06
3.175393885612721e-06, 1.306467197537131e-06, 1.602212819307169e-06, 2.167628963434254e-06, 2.054461219813675e-06, 1.80951906258997e-06, 2.039413402599166e-06, 2.380770183663117e-06, 2.248931650683517e-06, 1.831191639212193e-06, 1.593535785104905e-06, 2.426086666673655e-06, 3.381240503586014e-06, 1.518178009973781e-06, 2.090986527036875e-06, 1.958748043762171e-06, 2.326198227819987e-06, 2.229744723081239e-06, 1.726467189655523e-06, 1.533307340650936e-06
2.254733090012451e-06, 1.650180593060213e-06, 1.583861262588471e-06, 1.285523239857866e-06, 1.536617219244363e-06, 1.913059804792283e-06, 2.252784042866551e-06, 1.951074409589637e-06, 1.458355427530478e-06, 1.357609789920389e-06, 1.688332190497022e-06, 2.895110355893848e-06, 2.6470418106328e-06, 1.610887011338491e-06, 1.994361127799493e-06, 2.931393964900053e-06, 2.423097839709953e-06, 1.56746978063893e-06, 1.906800321194169e-06, 1.71244300872786e-06
1.633439296711003e-06, 2.599793106128345e-06, 1.884530661300232e-06, 3.197575779267936e-06, 1.815463747334434e-06, 2.596844296931522e-06, 1.350802676824969e-06, 2.777530198727618e-06, 1.572174824104877e-06, 1.526649953120796e-06, 2.888854169214028e-06, 1.661734813751536e-06, 1.434387627341493e-06, 1.915389930218225e-06, 1.600603127371869e-06, 2.725554168137023e-06, 2.739086539804703e-06, 1.973437747437856e-06, 1.671699919825187e-06, 1.797587742657925e-06
