tag1,tag2,gainLayerDepletionVoltage,fullDepletionVoltage
allData,allData,43.2150591528351,77.47899726508177
ascending,ascending,43.22462471931697,77.2488974515849
descending,descending,43.205416477760366,77.4578924660854
